formula,BG,fidelity
Zr,0.0,0
Sr,0.371899999999999,0
Si,1.1285,0
He,16.586399999999998,0
C,9.9999999999989e-05,0
N2,7.340999999999999,0
N2,2.9912,0
N2,3.959399999999999,0
N2,0.0,0
Tc,0.0,0
Hg,0.239699999999999,0
Hg,0.2567,0
Pd,0.0,0
Rh,0.0,0
Xe,6.179399999999999,0
Si,1.359999999999999,0
N2,0.963499999999999,0
Si,0.438899999999999,0
He,17.7675,0
H2,7.4848,0
H2,8.0699,0
La,0.0,0
Pt,0.0,0
Ir,0.0,0
V,0.0,0
Ru,0.0,0
C,3.3394999999999992,0
Kr,7.1771,0
Ar,8.489799999999999,0
Xe,6.1917,0
H2,6.6359,0
C,4.521799999999999,0
C,4.399799999999999,0
C,4.3668000000000005,0
N2,6.5645,0
Kr,7.1523,0
P,3.6113,0
P,1.9259,0
S,2.4646,0
C,1.3517,0
Si,1.010699999999999,0
N2,7.3685,0
C,2.407,0
C,1.0093,0
Hg,0.7609,0
Cs,0.1362,0
C,0.066799999999999,0
Si,1.073499999999999,0
Hg,0.506099999999999,0
Si,1.372199999999999,0
Hg,0.5663,0
Sn,0.4806,0
Si,1.4428,0
Ne,11.6898,0
Ar,8.5132,0
Th,0.0,0
Xe,6.2094,0
Kr,7.1828,0
He,17.8914,0
H2,7.5517,0
P,2.0034,0
Hg,0.5361,0
Ge,1.1428,0
Si,0.6105,0
Si,0.5334000000000001,0
C,4.1145,0
S,2.4117,0
Si,0.1444,0
He,17.6377,0
C,3.0059,0
H2,7.4222,0
Kr,7.1667,0
Xe,6.2368000000000015,0
S,2.3162,0
S,2.1168,0
S,2.3843,0
C,1.6358,0
H2,8.1865,0
Hg,0.7993,0
P,0.8832000000000001,0
N2,0.2718,0
S,2.603399999999999,0
P,1.305899999999999,0
C,0.9669,0
B,1.5133,0
S,2.1763,0
C,0.304199999999999,0
S,2.5982,0
O2,1.3241,0
H2,1.5177999999999991,0
H2,7.3865,0
C,4.3295,0
C,0.5989,0
H2,8.3343,0
H2,6.2332,0
C,3.327299999999999,0
C,0.0281,0
Si,0.5013000000000001,0
Si,1.521599999999999,0
C,1.1035,0
Hg,0.104199999999999,0
Cl2,2.2818,0
P,2.783299999999999,0
Xe,6.152100000000001,0
Xe,6.0836,0
F2,2.8979,0
Hg,0.439099999999999,0
P,0.010399999999999,0
Cl2,2.5434,0
I,0.9846,0
Br,1.326199999999999,0
F2,3.0949,0
H2,8.802200000000001,0
O2,0.9855,0
Br,1.4606,0
S,2.7125,0
C,0.9121999999999992,0
O2,0.7723,0
O2,1.2826,0
S,3.3265,0
Ge,0.3433,0
PdCl2,1.0968,0
Sb4O9,0.0,0
MgSi2,0.0,0
Mg3Si4,0.0,0
Mg5Si6,0.0,0
CeSe2,0.5235000000000001,0
CeSe2,0.994499999999999,0
CrN2,0.0,0
Te16Rh15,0.0,0
In9Cu11,0.0,0
Si18O29,0.092599999999999,0
Zr8As5,0.0,0
Zr20Sn13,0.0,0
V3Ni2,0.0,0
V32N3,0.0,0
Ti2O,0.0,0
Te16Rh9,0.0,0
Ta11Al4,0.0,0
Ti24Pb19,0.0,0
Ni7Sn8,0.0,0
NbRh2,0.0,0
InPt2,0.0,0
In5Pt11,0.0,0
BaBi5,0.0,0
Ta2O5,2.341,0
AlF3,7.4507,0
Al2O3,1.4387,0
SiO2,5.8192,0
NbRh,0.0,0
LiSn,0.0,0
Pd7O8,0.0,0
LaTe2,0.0,0
Cr8Co7,0.0,0
S2N,1.4408,0
H2O,5.275399999999999,0
C4O3,0.0519,0
CrN2,0.1289,0
CrN2,0.2328,0
SbO2,1.8679,0
Mg2Si3,0.0,0
MgSi,0.0,0
Mg6Si5,0.0,0
Mg9Si5,0.0,0
Mg4Si7,0.0,0
Mg4Si3,0.0,0
Mg2Si,0.0,0
Mg7Si4,0.0,0
Mg5Si9,0.0,0
CeSe2,0.696199999999999,0
CeSe2,0.976599999999999,0
CeSe2,0.9767,0
CeSe2,0.3951,0
CeSe2,0.7756000000000001,0
CeSe2,0.489499999999999,0
CeSe2,0.4412,0
CeSe2,0.4606,0
CrN2,0.0637,0
CrN2,0.066,0
CrN2,0.099199999999999,0
CrN2,0.095399999999999,0
V11S16,0.0,0
Ti20Se19,0.0,0
UO11,0.1741,0
ZnN6,3.4181999999999992,0
Ca2O3,0.196899999999999,0
Sb26O53,0.942199999999999,0
NbS2,0.0,0
VC3,0.0,0
UO11,0.0,0
Si5O8,3.4528,0
H3F2,8.0745,0
H3S,4.3472,0
Al4Si19,0.0,0
Mg5Mn3,0.0,0
Ca8In3,0.0,0
BiI5,0.068199999999999,0
ZnAg,0.0,0
Zn35Cu17,0.0,0
V9Te8,0.0,0
TeSe,0.7062,0
Ta2O5,2.5913,0
SeS7,1.8983,0
Sr21Hg109,0.0,0
Nb3S5,0.0657,0
Mn23As16,0.0,0
In3Pt4,0.0,0
Ga5Ag13,0.0,0
Cu19Sn16,0.0,0
Ho6Ge11,0.0,0
B11Rh18,0.0,0
Nb4O9,0.0,0
LiO8,0.152099999999999,0
LiO8,0.088899999999999,0
MoS3,0.014299999999999,0
GaN,0.0,0
Al2O3,3.5103,0
TaN,0.03,0
BaO,1.704899999999999,0
BN,1.5766,0
Al2O3,3.626,0
GaSb,0.0,0
Al2O3,3.4995,0
In2O3,0.0,0
NbO2,0.042699999999999,0
HfO2,3.7691,0
GaN,0.160599999999999,0
HfO2,3.4783,0
GaN,0.0487,0
Al2O3,4.003399999999999,0
Y2O3,2.9084,0
ZnS,0.9376,0
Al2O3,3.6741,0
Al8O3,0.0,0
SnO2,0.0,0
GaN,0.0327,0
P2O5,0.006999999999999,0
Al2O3,3.6405,0
GaAs,0.007699999999999,0
Ga2O3,2.0373,0
CaO,2.1384,0
GaN,0.0691,0
BeO,4.4843,0
Al2O3,3.8764,0
Si3N4,0.907099999999999,0
GaN,0.034399999999999,0
BN,1.1992,0
Al2O3,3.432099999999999,0
BeO,4.4524,0
ZnS,1.0285,0
ZnS,0.6826000000000001,0
TiO,0.006899999999999,0
GaN,0.132099999999999,0
Al2O3,3.189599999999999,0
Al2O3,3.8784,0
Ga2O3,1.8296,0
SnO2,0.5225999999999991,0
ZnS,1.2177,0
Al2O3,3.713799999999999,0
Ga2O3,2.1521,0
Al2O3,3.7617,0
SnO2,0.3161,0
BN,1.1885,0
TiO,0.0,0
SiO2,5.016999999999999,0
TaN,0.043899999999999,0
Al2O3,4.084,0
Y2O3,3.0469,0
Al2O3,3.522399999999999,0
Ti3O,0.0,0
AlF3,5.6276,0
MgO,2.2024999999999992,0
BeO,4.7618,0
SiO2,1.5998,0
Al2O3,3.9432,0
SiO2,2.9151,0
ZnS,0.1129,0
Al2O3,3.3243,0
Si3N4,0.9524999999999992,0
NbO2,0.0518,0
ZnS,0.9256,0
GaN,0.087499999999999,0
TaN,0.0,0
ZnS,0.8320999999999991,0
ZnS,1.4016,0
Al2O3,2.0628,0
Al2O3,3.8673,0
ZnS,1.4278,0
ZnS,0.9544999999999992,0
BN,1.5503,0
Al2O3,2.9973,0
Al2O3,3.7363,0
GaN,0.155699999999999,0
Al2O3,3.4465,0
GaAs,0.0,0
GaN,0.0001,0
ZnS,0.8065000000000001,0
Al2O3,3.846299999999999,0
Li2O,2.723,0
SbN,0.070899999999999,0
GaN,0.0874,0
SbN,0.0887,0
ZnO,1.2763,0
Y2O3,2.8211,0
Ga2O3,2.0229,0
In2O3,0.6707999999999991,0
Al2O3,3.4326,0
Al2O3,3.9081,0
B2O3,4.1254,0
SiO2,1.9065,0
SnO2,0.671299999999999,0
GaN,0.059199999999999,0
Ti3O5,0.018399999999999,0
GaN,0.002199999999999,0
ZnS,1.2473,0
ZnS,1.2791,0
Al2O3,3.417700000000001,0
Al2O3,3.5907,0
MgO,1.9229,0
Al2O3,3.235299999999999,0
MgO,2.8658,0
GaN,0.036399999999999,0
SbN,0.167599999999999,0
ZnS,0.8749,0
Ti3O5,0.0,0
Al2O3,3.727499999999999,0
ZnS,0.9214,0
Al2O3,3.9786,0
Al2O3,3.8619,0
B2O3,4.231,0
BeO,4.2425,0
ZnS,1.2026,0
Al2O3,3.859700000000001,0
Al2O3,3.1609,0
ZnS,0.8571000000000001,0
GaN,0.075299999999999,0
ZnS,1.3621,0
SnO,0.534099999999999,0
BeO,4.321099999999999,0
Al2O3,3.6482,0
Al2O3,3.4702,0
ZnS,0.8792000000000001,0
Ti3O5,0.018299999999999,0
Li2O,2.461,0
TiO2,2.6007,0
Al2O3,3.2726,0
HfO2,3.7499,0
ZnO,1.2176,0
Al2O,0.0,0
Al2O3,3.5496,0
HfO2,3.620099999999999,0
Al38O21,0.0,0
SnO,0.4361,0
SnO2,0.6303000000000001,0
ZnS,0.342299999999999,0
ZnS,1.0069,0
ZnS,1.273699999999999,0
Si3N4,0.6301999999999991,0
SnO2,0.3577,0
MgO,1.9477,0
GaN,0.0968,0
SnO,0.481499999999999,0
TiO2,2.4383,0
Ti3O5,0.066399999999999,0
ZnS,1.0437,0
GaN,0.0099,0
TiO,0.0163,0
MgO,1.877299999999999,0
AlF3,5.4932,0
TaN,0.0365,0
MgO,2.081499999999999,0
AlF3,5.5824,0
Ga2O3,2.047,0
ZnS,0.9117999999999992,0
GaN,0.0262,0
Al2O3,3.814899999999999,0
TaN,0.0034,0
P2O5,0.3066,0
SnO2,1.0304,0
Al2O3,3.4985,0
B2O3,4.1765,0
NbO2,0.0,0
Al2O3,3.6453,0
BaO,1.3032,0
BN,0.2781,0
ZnS,1.2387,0
MgO,2.074999999999999,0
Al2O3,3.2057,0
ZnS,0.8638,0
ZnS,1.253299999999999,0
CaO,1.9973999999999992,0
ZnS,0.8819999999999991,0
In2O3,0.681199999999999,0
SnO2,0.6969000000000001,0
Na2O,0.116199999999999,0
ZnO,1.2421,0
B2O3,4.430099999999999,0
ZnS,0.8508000000000001,0
ZnS,0.8635,0
P2O5,1.7562,0
ZnS,1.0574,0
ZnS,0.476,0
Li2O,2.736,0
HfO2,3.401,0
BN,1.7402,0
Si3N4,1.4928,0
BN,1.6715,0
MgO,1.887699999999999,0
Al2O3,3.110699999999999,0
ZnS,0.8346,0
Al2O3,3.928,0
ZnS,1.2996,0
GaN,0.0195,0
P2O5,0.017199999999999,0
ZnS,1.0438,0
ZnS,0.793199999999999,0
Si3N4,0.6779000000000001,0
Al2O3,3.264099999999999,0
SbN,0.298699999999999,0
Al2O3,3.4308,0
ZnO,0.93,0
Al2O3,4.0581,0
Si3N4,1.994099999999999,0
Ta2O5,2.5694,0
Al2O3,3.339299999999999,0
B2O3,4.4793,0
BaO,1.7494999999999992,0
Na2O,0.6804,0
Al2O3,3.498399999999999,0
ZnS,1.1832,0
BN,0.0544,0
Ta2O5,2.9624,0
Si3N4,0.181899999999999,0
Y2O3,2.9366,0
Ti3O5,0.035099999999999,0
ZnS,0.823399999999999,0
BN,1.0362,0
BaO,1.765399999999999,0
Ta2O5,3.145899999999999,0
ZnS,1.144199999999999,0
BN,0.8285,0
GaN,0.083099999999999,0
Li2O,2.7845,0
CaO,2.4659,0
TiO2,2.3002,0
ZnS,0.585,0
BaO,1.480999999999999,0
ZnS,0.6392,0
ZnS,1.170599999999999,0
ZrO2,2.9114,0
ZnS,1.4226,0
TiO2,2.4087,0
SbN,0.3001,0
Al2O3,1.705699999999999,0
TiO,0.0007,0
SnO,0.5174000000000001,0
Al2Se3,0.5859999999999991,0
Al2O3,1.384599999999999,0
Al2O3,3.6167,0
Ag2Te,0.065199999999999,0
As16S17,1.9747,0
Ag2Se,0.0277,0
Al2O3,0.005099999999999,0
As12S13,0.480399999999999,0
Al2O3,3.191899999999999,0
Si3O7,0.204999999999999,0
Ta11O2,0.0,0
BiO2,0.0301,0
SbO2,1.2083,0
BiO2,0.353899999999999,0
Al2O3,0.9567999999999992,0
Nb2O5,0.9797999999999992,0
Ta2O5,0.0,0
Al2S3,0.0,0
TiF4,4.3454,0
Bi2O3,0.0,0
SiO4,0.1484,0
SiO2,0.0,0
SbN,1.110999999999999,0
SbF4,2.520299999999999,0
H3F2,8.309,0
LiS4,2.2075,0
Ta2I5,0.0,0
Dy6Se11,0.5265000000000001,0
Ho6Se11,0.5446,0
H11O8,1.0035,0
Ag2S,0.6242999999999991,0
Hf23Se25,0.0,0
Nb3S5,0.0,0
H2S,4.0901,0
Ag2O,0.0,0
Ta27S50,0.0,0
B4C,0.0,0
C37F21,2.0208,0
SiO2,5.2035,0
SiO2,4.0078,0
SiO2,4.7965,0
SiO2,5.0612,0
SiO2,5.6098,0
SiO2,5.3836,0
SiO2,5.5806,0
SiO2,5.6607,0
VS2,0.0,0
Cs3Te22,0.0,0
EuAg,0.2822,0
Al4C3,0.0,0
B9C,0.0,0
AlF3,6.7775,0
Si3O7,0.1031,0
FeCl3,0.0,0
Te3Au2,0.0,0
Au2O3,0.7390000000000001,0
P2O5,4.9527,0
SiO2,4.3608,0
GeS2,2.149,0
K2P3,1.0518,0
Cu9Se8,0.0,0
Ti9S10,0.0,0
Mo7S8,0.0,0
Zr23S32,0.0,0
As8S9,0.049499999999999,0
U11O5,0.0,0
NdO3,0.0,0
Sn16P15,0.0,0
Nb2Sb,0.0,0
Bi2O3,0.6421,0
Cu2S,0.0,0
Sb26O53,1.2218,0
FeCl3,0.6636000000000001,0
Sr3As4,0.652,0
Ti45Se16,0.0,0
Nb2O5,1.764,0
Sr3P4,0.9465999999999992,0
AsS,0.0,0
Al2O3,3.3421,0
Ce16O27,0.0,0
Bi2O3,1.008099999999999,0
Pr27Se40,0.0,0
As12S13,0.4918,0
Ce13O24,0.0,0
Bi2O3,1.3046,0
Al2O3,3.976099999999999,0
H2O,0.0539,0
Tm23Se32,0.0,0
Al2O3,3.221899999999999,0
La39Se56,0.0,0
Bi2O3,1.6840000000000002,0
As24S25,0.0824,0
Sm39S56,0.0,0
Te40Rh31,0.0,0
Mn27Sb26,0.0,0
Ta2O5,3.076199999999999,0
Cu18S11,0.0,0
Ta22O21,0.0,0
TaO10,0.0,0
ZrSe,0.0,0
Tb8O13,0.0,0
Cu19Se11,0.0,0
Al2O3,3.1085,0
Sr4N3,0.0,0
Tb8Se15,0.0871,0
Al2O3,3.2985,0
BBr,1.2319,0
Ag2Te,0.0,0
Zr19O40,0.1026,0
K57Se34,0.0,0
Ga2O3,0.0089,0
IrSe3,0.0,0
SiO4,0.3892,0
Cu9Se5,0.0,0
Cu9S5,0.0,0
IF7,1.479499999999999,0
P2O5,1.1173,0
N2Cl,0.0,0
PH3,0.0,0
Al2S3,1.025,0
AsS,1.0036,0
BN,2.8663,0
Cd7P10,1.4513999999999991,0
Li2S,1.920699999999999,0
Sc2Se3,0.0,0
Al2O3,0.049199999999999,0
NF2,0.0,0
SiO2,5.5868,0
Al2O3,4.1714,0
Sb11S18,0.0,0
B84O11,2.578,0
Ti11O14,0.0,0
Ti5O8,0.0,0
Ti19O30,0.0,0
Ti11O18,0.0,0
Bi25O38,0.4405,0
Sb17S27,0.0,0
Ag2Hg3,0.0,0
TiO2,3.3487,0
B84O11,0.0,0
SiO4,0.0,0
OF3,0.0,0
H3F2,7.903799999999999,0
LiS4,2.1989,0
U4N7,0.0,0
U11S20,0.0,0
U11Se20,0.0,0
In2Te3,0.0,0
Sn2Rh,0.0,0
HCl,5.1152,0
Sn7Ir5,0.0,0
Co5Ge7,0.0,0
GaN,0.188699999999999,0
UP2,0.0,0
B5H9,5.709300000000001,0
SnP,0.0,0
GeP,0.0,0
GeAs,0.0,0
TaP,0.0,0
La2H5,0.0,0
Re2O7,0.0,0
TaAs,0.0,0
NbAs,0.0,0
Ba2S3,1.2985,0
NbP,0.1162,0
BrN3,2.0113,0
Zn3As2,0.146399999999999,0
B10H13,3.344699999999999,0
Ti4H3,0.0,0
Ti4H5,0.0,0
C11N4,2.434899999999999,0
Nd4S7,0.0,0
H8C5,4.9384,0
Ho15C19,0.0,0
Y15C19,0.0,0
Bi2O3,1.6582,0
SeO3,2.4312,0
SiO2,5.6007,0
Pd4Se,0.0,0
Pd4S,0.0,0
Bi2O3,0.100299999999999,0
BC7,0.0,0
CdCl2,3.1363,0
Y2O3,1.5869,0
Ti8N5,0.0,0
Ti3O8,0.0,0
Tb2O3,1.5609,0
Sm2O3,1.7192,0
Pu2O3,0.0,0
Li3N2,0.0,0
Ho2O3,1.517,0
In11S16,0.0,0
Gd2O3,1.325,0
Dy2O3,1.5409,0
Dy4Te7,0.0,0
Er2Se3,0.232499999999999,0
Cu3S2,0.0,0
P2Rh3,0.0,0
AgI2,0.0,0
Hg4I7,0.0,0
MgCl2,4.9801,0
SiO2,5.7968,0
Ta2H,0.0,0
CuS2,0.0,0
CN2,4.660499999999999,0
Cu3Se2,0.0,0
BaS3,1.391299999999999,0
NaSn5,0.0,0
BaSe3,0.926,0
BaTe3,0.8198000000000001,0
LiBe,0.0,0
HfIr,0.0,0
CrN2,0.147799999999999,0
ReN2,0.0,0
HfTe3,0.0,0
ThTe3,0.6758999999999991,0
BiO2,0.774099999999999,0
TiNi,0.0,0
VN,0.0,0
Fe7Se3,0.0,0
SrSb2,0.0,0
RbS,0.0,0
ZrCu,0.0,0
SmO2,0.0,0
Fe4C,0.0,0
H3W,0.0,0
PbS,0.7479999999999991,0
ThSe3,1.2728,0
BiI3,2.2293,0
Mg3Mn,0.0,0
FeH4,0.0,0
CeSe2,0.0,0
CeSe2,1.0405,0
SiS4,0.0,0
BaF3,0.7896000000000001,0
PbS,1.223799999999999,0
ZrSn,0.0,0
Zr2Sn,0.0,0
MgTi,0.0,0
MgTi2,0.0,0
Mg2Ti,0.0,0
NpSe3,0.0,0
CeSe2,0.9517,0
Ti2O3,0.1775,0
Nb2O5,2.5972,0
TeO2,2.284099999999999,0
Ce2Br5,0.0,0
Ho2Sb5,0.0,0
Te2Mo,0.0,0
Sb3O14,0.112699999999999,0
Re2O9,0.0,0
Pb2O3,0.924199999999999,0
PbO2,0.6955,0
GdO2,0.0,0
Co2Mo3,0.0,0
LaP5,0.114799999999999,0
Tl3Co,0.0,0
P2S3,2.2929,0
Si5Ir4,0.0,0
Bi3Mo,0.0,0
NbS3,0.0,0
Bi8Mo3,0.0,0
TaSe3,0.0,0
SiH2,4.0154,0
NbSe3,0.0,0
In6Se7,0.4608,0
Tm2S3,1.4546,0
Te3As2,0.6992,0
Ga5Pt,0.0,0
Sb3O14,0.475,0
HoO2,0.0,0
LuO2,0.0,0
TmO2,0.0,0
ErO2,0.0,0
LaO2,0.0,0
YO2,0.0,0
Rb2O2,0.0,0
DyO2,0.0,0
Sm2Sb5,0.0,0
RbP11,0.6557000000000001,0
Ho5Cl11,0.0,0
Bi7I2,0.0,0
Sb5O14,0.0,0
Al11O18,0.0,0
MoS3,0.7267,0
US3,0.0,0
NbPt3,0.0,0
Dy2Sb5,0.0,0
AlAu,0.0,0
HfSe3,0.317099999999999,0
Mo2S3,0.0,0
ZrSe3,0.3979,0
BaN6,3.8146,0
LaP5,0.1139,0
Ag2S,1.0891,0
ZrTe3,0.0,0
BaSb2,0.0,0
Er2S3,1.4691,0
Pr2I5,0.1283,0
Tm2S3,1.1832,0
Pr2Br5,0.281699999999999,0
Nb2Se3,0.0,0
Rb9O2,0.0,0
Tl4O3,1.099199999999999,0
Sb2F7,3.8056,0
Bi9I2,0.0,0
La2Br5,0.0,0
Si5Pt6,0.0,0
La2I5,0.1718,0
SrAu,0.0,0
CaCu,0.0,0
TaS3,0.0,0
Li7Sn3,0.0,0
Ni3Te2,0.0,0
TbNi,0.0,0
P2O3,3.8409,0
As4S5,1.996999999999999,0
B8O,2.4459,0
Y2S3,1.5992,0
In6S7,0.3186,0
Ag2S,1.0853,0
HgO,1.214,0
SiO2,5.9287,0
SiO2,5.7962,0
CeP5,0.0,0
TaPt3,0.0,0
Si5Rh4,0.0,0
AgI,0.9588999999999992,0
TaNi3,0.0,0
AgBr,0.6990000000000001,0
AgCl,0.8720000000000001,0
Ce3Al,0.0,0
ZrI2,0.3161,0
TiO2,1.6966,0
ReI3,0.9469999999999992,0
Pb2O3,1.071799999999999,0
EuSb2,0.0,0
Pu2Pt,0.0,0
Tb2Sb5,0.0,0
C17F5,1.056699999999999,0
Dy5Cl11,0.0,0
MnTe,0.0,0
Sm5Br11,0.0,0
K4Pb9,0.3692,0
Rb4Pb9,0.391399999999999,0
GdP5,0.0,0
Sb6O13,1.5408,0
P4S5,2.5427,0
SrF3,0.0,0
NdP5,0.0,0
CaSb2,0.0,0
Y2O3,3.7011,0
Ti2O3,0.0,0
Y2O3,2.8013999999999992,0
Al2O3,4.978199999999999,0
UTe3,0.0,0
Cr3S4,0.0,0
Ho2S3,1.461299999999999,0
Er2S3,1.1633,0
USe3,0.0,0
SnH4,0.0,0
TiPd,0.0,0
PrP5,0.0,0
SmP5,0.009399999999999,0
DyP5,0.0937,0
HoP5,0.1063,0
TmP5,0.1259,0
LuP5,0.1367,0
YP5,0.1371,0
TiS3,0.2261,0
ZrS3,1.113299999999999,0
HfS3,1.1326,0
HC3,0.0,0
Ta2Se3,0.0,0
Co2Si3,0.0,0
Os2C3,0.237499999999998,0
Ir4C5,0.5691,0
Re4Ge7,0.6991,0
Si7Tc4,1.0648,0
Zr8Bi13,0.0,0
Si3Os2,1.105499999999999,0
Si3Ru2,0.377400000000001,0
Ga17Rh10,0.0,0
Ge3Os2,1.1521,0
Ge5Ir4,0.1279,0
SiO2,5.2477,0
Mn4Si7,0.755599999999999,0
Sn3Ru2,0.0,0
Ge3Ru2,0.3435,0
ZnSb2,0.0,0
CeSe2,0.9095,0
Mn3Ge5,0.0,0
Ga5Ir3,0.0,0
Zr3Bi5,0.0,0
SiO2,5.642899999999999,0
Mn11Si19,0.8909,0
Ge23Mo13,0.0,0
Cr11Ge19,0.0,0
In3Ru,0.2095,0
V17Ge31,0.0,0
PrSe2,0.0,0
Bi4O7,0.0,0
CN2,0.1347,0
LiS,0.0,0
BC5,0.0,0
LiB11,0.0,0
Nb16Bi47,0.0,0
SnBi,0.0,0
NbCr2,0.0,0
InSb,0.0,0
HgTe,0.0,0
CdTe,0.0,0
AlSb,0.0,0
KGa3,0.216299999999999,0
LaCu4,0.0,0
RbGa3,0.147199999999999,0
CuBr,0.4449,0
CsIn3,0.0,0
Cs2In3,0.0,0
CsGa3,0.0,0
SiO2,5.8489,0
ZrH,0.0,0
SiO2,5.7946,0
SiO2,5.72,0
AgI,1.3143,0
SiH8,6.98,0
Mo3P,0.0,0
CeSe2,0.977,0
LiN,0.0,0
LiS,0.4295,0
Zr3Rh,0.0,0
Fe3C,0.0,0
PW3,0.0,0
Yb4S7,0.0,0
La4S7,0.0,0
OsO4,3.1633,0
CI4,1.1181,0
Pb3Au,0.0,0
Zr3Ir,0.0,0
CuCl4,0.0,0
SF4,1.192899999999999,0
CuI4,0.0,0
SiO2,5.8743,0
SiO2,5.7724,0
La7Ni16,0.0,0
Bi16O25,0.0,0
V3S,0.0,0
SnS2,1.8354,0
GeSe2,1.5188,0
SbS2,0.0,0
MoS2,0.0418,0
TiS2,1.638199999999999,0
WS2,0.0,0
CoS2,0.0,0
CrS2,0.0,0
NiS2,0.0,0
BiS2,0.0,0
CO2,7.654599999999999,0
CeSe2,0.4827,0
CeSe2,0.966299999999999,0
WN2,0.8721999999999991,0
CN2,3.6068,0
Np2Te3,0.0,0
Rb2O3,0.0,0
Ni9S8,0.0,0
NaS2,2.0185,0
Bi2Te,0.0,0
Pm2Se3,1.619199999999999,0
FeS2,0.0,0
MnS2,0.0,0
NaSe2,1.1815,0
UF5,0.0,0
UF5,0.0942,0
ZnCl2,4.0533,0
Ce2Se3,0.0,0
Pr2Te3,0.9258999999999992,0
Nd2S3,1.835999999999999,0
Sm2Se3,1.5046,0
Ba3P2,0.250799999999999,0
Ce2S3,0.0,0
Sr3P2,0.3946,0
Lu2S3,2.0514,0
Sm2S3,1.807599999999999,0
Pu2Se3,0.0035,0
Nd2Se3,1.4781,0
Pr2Se3,1.475099999999999,0
Pr2S3,1.9475,0
Er2Se3,1.6676,0
La2Te3,1.0395,0
Ho2S3,1.9342,0
La2Se3,1.58,0
Ac2S3,2.2962,0
Dy2S3,1.9090999999999991,0
Ce2Te3,0.0,0
Tm2Se3,1.696399999999999,0
Y2S3,1.901899999999999,0
La2S3,1.9531,0
Tm2S3,2.0032,0
Pu2S3,0.0,0
Zr11Sb18,0.056999999999999,0
SiO2,5.689599999999999,0
Ba19Li44,0.0,0
Tb2S3,1.872099999999999,0
Lu2Se3,1.792899999999999,0
Y2Se3,1.5955,0
Er2S3,1.971899999999999,0
Gd2S3,1.1643,0
U2Te3,0.016299999999999,0
