formula,BG,fidelity
Xe4Ag2P2F20,2.044617,4
Na1Ag1Zr2F11,2.957515,4
Ag1Pd1Zr2F11,2.780484,4
Ag1Sb2F12,2.81117,4
Ag1Ta2F12,3.190341,4
Sr2F2S2Ag2,2.312078,4
Sr2F2Se2Ag2,2.039965,4
Sr2F2Te2Ag2,2.138427,4
Ag1F1,1.25455,4
Ag1Zn1F3,3.579519,4
Ag2Mn2F8O8H16,1.751207,4
K2Ag2F8,3.719233,4
K4Ag2F8,2.897303,4
Na2Ag2F8,3.337537,4
Ag4Na8F16,2.949394,4
Ag2Pd2F12,2.197446,4
Ag4Sb4F24,3.538918,4
Ag1Sn1F6,2.664888,4
Ag1Ti1F6,2.322284,4
Ag4Ir4F28,1.480644,4
Xe2F18Ag2,3.132798,4
Ag2Fe2O4,2.241361,4
Ag4Fe4O8,2.342042,4
Ag4Fe4O8,2.479446,4
Ag2Fe2O4,2.255681999999999,4
Ag4Fe4Se8O24,2.936438,4
Ag2V4Fe2O14,2.427155,4
Ag1Fe2Ga1Te4,1.991083,4
Ag4Fe8S12,0.6428459999999999,4
Ag4Fe8S12,2.184133,4
Ag4Ga4O8,1.653232,4
Ag2Ga2Se12P4,1.390136,4
Ag2Ga2S4,1.9857969999999991,4
Ag2Ga2S4,2.036564,4
Ag2Ga2Se4,1.236867999999999,4
Ag2Ga2Te4,0.904909,4
La6Ag2Ge2S14,2.888123,4
Ge4Ag2S14Na10,2.80012,4
Ag2Ge4P6O24,4.168306999999999,4
Ag4S8O16Na4H8,3.243006,4
Ag4V4O16H8,3.103427,4
Mo1Ag1S4N1H4,1.972149,4
W1Ag1S4N1H4,2.431259,4
Rb2Ag2Hf2Te6,0.744525,4
Hg4Ag4I4S4,2.157059,4
Hg4Ag4I4S4,2.291369,4
Hg4Ag4V4O16,2.638469,4
Ag4Hg8N4O20,1.844451,4
Hg8Ag4P4O16,2.229886,4
Ag2Hg6Sb2O12,1.863856,4
Ag8I8O24,3.691648,4
Ag8I8O24,3.214058,4
Ag2I2O8,1.011294,4
Se12I4Ag4,2.249577999999999,4
Te12I4Ag4,1.621149999999999,4
Ag1I1,2.488344,4
Ag4I4,2.510047,4
Ag2I2,2.456006,4
Ag1I1,0.98908,4
Ag2I2,1.808148,4
Ag1I1,1.81418,4
I2Ag2,2.524868,4
Tl2Ag2I4,2.249163,4
K8Ag4I12,3.666546,4
Ag2Pd2I6O18,2.804656,4
Rb8Ag4I12,3.666182,4
Ag3I9Tl6,3.189507,4
Tl12Ag4I20,1.798261,4
Ag3In3O6,1.407334,4
Ag2In2W4O16,2.118964,4
Ag2In2P4S12,2.088778,4
Ag2In2P4Se12,1.387156,4
Ag2In2S4,1.2639,4
In1Ag1S2,0.877934999999999,4
Ag4In4S8,1.433709,4
Ag2In2Se4,0.73799,4
Ag2In2Te4,0.7147069999999991,4
Ag1In5Se8,1.059729999999999,4
Ag1In5Te8,0.912684,4
Ag4K4N8O24,4.197526,4
K4Ag4O4,2.805628,4
K4Ag4O4,2.803897,4
K4Ag4O4,2.809626,4
Ag4K4P8O24,4.693617,4
Ag2K2Se2,1.368491,4
K4Ag2Nb2S8,3.03595,4
K4Ag2P2,1.845227,4
K8Ag4Sb4S16,2.074138,4
K4Ag2Ta2S8,3.379195,4
Ag2V2S8K4,2.279966,4
K4Ag2Sb2,1.732412999999999,4
K4Ag2V2Se8,1.874215,4
K6Se16Sn6Ag2,1.96219,4
La2O2S2Ag2,2.473914,4
Ag2La2Ti2O8,3.057938,4
La6Ag2S14Si2,2.875283,4
Ag1Li2Sb1,0.8709910000000001,4
La6Sn2Ag2S14,2.881473,4
La6Ag2Si2Se14,2.443941,4
La6Se14Ag2Si2,2.493373,4
La6Sn2Ag2Se14,2.04707,4
Ag1Lu1O2,3.50209,4
Ag4Lu4Se8,2.075283999999999,4
Ag4Mg4V4O16,3.551923,4
Mg8Ag8Sb8,0.360094999999999,4
Ag8Mn8P8O32,3.305978,4
Ag4Mn4V4O16,3.040452,4
Ag4Mn4O16,1.069216,4
Ag1N1O2,3.325447,4
Ag8N8O24,3.669108,4
Ag8N8O24,3.645899,4
Ag1O3N1,3.623656,4
Ag2O6N2,3.468997,4
Na2Ag2N4O8,4.027926,4
Ag4Rb4N8O24,4.247861,4
Ag2N6,2.713634,4
Ag2N6,2.775649,4
Ag4Na4O4,2.402114,4
Ag4Na4O4,2.354542,4
Ag4Na4S8O12,3.95316,4
Na4Ag2Sb2,1.108,4
Na6Ag2O4,2.306442,4
Na6Ag2S4,3.272071,4
Ag8Nb8O24,2.936949,4
Nb8Ag8O24,2.940329,4
Nb4Ag4O12,2.052807,4
Nb1Ag1O3,2.606289,4
Rb4Ag2Nb2S8,3.090945,4
Nb2Rb4Se8Ag2,2.57987,4
Ag2Nb6O16,2.848962,4
Ag4Rb4O4,2.71851,4
Ag4Rb4O4,2.715988,4
Ag8O8,0.856,4
Ag4O4,0.818282,4
Ag1Rh1O2,2.109262,4
Ag1Sc1O2,3.533055,4
Ag8P8O24,3.788802,4
Ag2Sb2O6,1.585515,4
Ag4Sb4O12,1.672013,4
Ag2Ta2O6,3.15123,4
Ag2Ta2O6,3.163197,4
Tl4Ag4Te4O12,3.362494,4
Ag8Te8O24,2.654460999999999,4
Ag8V8O24,2.984402,4
Ag8V8O24,2.386002,4
Ag4Zn4P4O16,3.558443,4
Re2Ag2O8,3.077374,4
Ag2Tc2O8,2.925856,4
Ag4Se4V4O20,1.564451,4
Te4Ag4V4O20,3.214169,4
Ag4Tl4V8O24,3.206957,4
Ag2P30,1.774323,4
Ag2Rb4S8P2,3.297518,4
Ag2S6P2,2.2778259999999992,4
Ag4Zn4P4S16,3.366781,4
Ag2Sr2P2,0.8444249999999991,4
Ag2Sc2P4S12,3.090082,4
Ag2Se12Sc2P4,2.492782,4
Se6Ag1V1P2,1.161688,4
Ag4P8,1.378546,4
Pb4Ag4Sb4S12,1.557504,4
Rb4Ag4Se16,1.949364,4
Rb8Ag4Sb4S16,2.45492,4
Rb4Ag2Ta2S8,3.462573,4
Ag2V2S8Rb4,2.296546,4
Rb4Ag2V2Se8,1.753126,4
Sn6Ag2Se16Rb6,2.013179,4
Tl4Ag4S4,0.5895619999999999,4
Ag4Sb4S8,2.070761999999999,4
Ag4Sb4S8,2.054733,4
Ag4Sb4S8,2.060182999999999,4
Ag2Ta2S6,0.415099,4
Ag2Ta2S6,0.416126,4
Tl8Ag4Ta4S16,2.736992,4
Sc1Ag1Se2,1.546012,4
Ag4Sc4Se8,1.678019,4
Tl4Ag4Se4,1.069677,4
Ag4Y4Se8,2.074443999999999,4
Ag4Tl4Te4,1.117518999999999,4
Tl12Ag4Te8,0.818936,4
Y2Ag2Te4,1.525024,4
Bi4Ag4S6Al4Cl16,2.785359,4
Cs4Ag8As4S12,2.533825,4
Ag2As1K1O4,1.711205,4
Ag4As2V2O12,2.385534,4
Ag16As8S16,1.314572,4
Ba2Ag4Cu2V4O16,2.851663,4
Ba1Ag2Ge1S4,1.633857,4
Ba1Ag2Ge1Se4,0.962017,4
Ba2Ag4Hg4O8,2.105166,4
Ag2Ba1Mn1V2O8,3.400922,4
Ba1Ag2S2,1.939344,4
Ba1Ag2Sn1S4,1.366827,4
Ba1Sn1Ag2Se4,0.8625689999999999,4
Ba4Ag8Te8,1.359283999999999,4
Cs4Bi4Ag8S12,1.683501,4
Ag8Bi4O12,1.129547,4
Ag8Bi4O12,1.186643,4
Bi8Ag8Cl8S12,2.501266,4
Ag8Br4N4O12,3.176511,4
Hg7Br6Ag2P8,1.445563,4
Ag8N8C4,2.184969,4
Ag4O6C2,1.957255,4
Ag12C6O18,2.225142,4
Ag4C4O8,3.823517,4
Ag4C4O8,3.865693,4
Ag4Cu2Cs2N8C8,3.606686,4
Ag4Cu2K2N8C8,3.363005,4
Ag4Cu2Rb2N8C8,3.600362,4
Ag4Fe2C10N12O2,2.767057,4
Ag4Ca2V8O24,2.8726,4
Ag4Cd2Ge2S8,1.578331,4
Ge4Cd4Ag8S16,1.824434,4
Ag2Cd1I4,2.886769,4
Ag8Cl4N4O12,3.296601,4
Pd2Ag4Cl8,2.4244,4
Ag8Cr4O16,2.153293,4
Ag4Cr4O14,2.263689,4
Cs4Ag8I12,3.314453,4
Cs4Ti2Ag4S8,2.204082,4
Cs2Ag2Zr1Te4,2.062371,4
Cs6Sb6Ag4S16,1.841762,4
Ag4Cu2N8O24,2.978371,4
Ag4Cu4O6,2.049534,4
Ag2Zn1Zr2F14,0.8572500000000001,4
Ag4I2F2O2H4,2.51476,4
Ag8P4O12F4,2.777439,4
Ag2K1Fe1V2O8,2.867273,4
Ag2Rb1Fe1V2O8,2.907763,4
Ag4Si2Fe2S8,2.655924,4
Ag4In4Ge2S12,1.936037,4
Ag4In4Ge2Se12,1.281025,4
Ge2Ag4K4S8,2.646125,4
Ge2Se8Ag4K4,1.880177,4
Ag8Ge4O12,1.239655,4
Ag4Zn2Ge2O8,1.825308,4
Pb2Ag4Ge2S8,2.282968,4
Ag4Ge2Rb4S8,2.954077,4
Ag4Ge2S6,1.402822,4
Ag6P3O12H3,2.874943,4
Ag4Li2P6O20H4,4.306001,4
Ag2I1O6H3,2.365721,4
Te2Ag4O12H8,2.127276,4
Pd2Ag4S4O12N4H12,3.173364,4
Hf4Ag8S12,1.9750549999999991,4
Hg2I4Ag4S2,2.213423,4
I4Hg1Ag2,2.153297,4
Hg1Ag2I4,1.999088,4
Hg4Ag8O8,1.309485,4
Hg2Ag4S4,1.336486999999999,4
Ag4Hg2Sn2Se8,0.533597,4
Hg4Te6Ag4O24,1.19755,4
Hg7I6Ag2P8,1.305034,4
Ag4Zn2I8,3.174983,4
Ag2Ti1I6O18,3.640956,4
Ag4In4Si2S12,1.996988,4
Ag4In4Si2Se12,1.353568,4
Ag4Nb2Se8K2,2.146425,4
Ag2K1P1S4,2.339999,4
Sb4Ag8S12K4,2.575568,4
K1Ag2Sb1S4,1.610489,4
Ta2Ag4Se8K2,2.454055,4
Ag4Sn2Se8K4,1.645592,4
Ag2La2Ti3O10,3.104871,4
Ag4Sr2Mn2V4O16,2.90992,4
Te8Ag4Mo2O24,2.915628,4
Mo2O8Ag4,3.490969,4
Mo4Ag4O14,2.591079,4
Ag2Mo3Te3O16,3.03254,4
Nb8Ag4O22,3.42029,4
Ag4Nb8O22,3.366296,4
Ag4Nb8O22,3.704959,4
Ag4Nb8O22,3.703001,4
Ag4Ta8O22,4.100783,4
Ag4Te8O22,1.870719,4
Ag4V8O22,1.585619,4
Ag4Sr2V8O24,3.045519,4
Ag4O2,1.121675,4
Ag8Pb4O8,2.102152,4
Pd1Ag2O2,1.145458,4
Ag4O4,0.7162400000000001,4
Ag4O4,0.846208,4
Ag8S4O12,3.5437,4
Ag8Se4O12,3.122742,4
Ag8Si4O12,2.182569,4
Te4Ag8O12,3.109046,4
Ag8Ti4O12,2.545708,4
Ag4O6,1.776609,4
Ag4S2O8,3.031638,4
Ag4Se2O8,1.84802,4
Ag4Zn2Si2O8,2.269231,4
Ag4V2P2O12,2.678355,4
Ag4Sb4O12,1.675186,4
Ag4Te4O12,2.494537,4
Ag8Te8O24,2.601691,4
Pb2Ag4P4O14,4.033985,4
Pd2Ag4P4O14,3.04552,4
Ag4S4O14,4.323809,4
Ag4Te4O14,0.28418,4
W4Ag4O14,2.614495,4
Rb3Ag6Sb3S12,1.640306,4
Ag8S4,2.04097,4
Ag8S4,0.245883,4
Ag8S4,1.96479,4
Ag8S4,2.197685,4
Ag4S2,1.677959,4
Ag8Si4S12,2.470208,4
Te2Ag4S6,2.131638,4
Ag4Si2Zn2S8,2.919359,4
Zn1Sn1Ag2S4,1.217172,4
Ag8Se4,0.180829,4
Ag8Se4,0.08121,4
As2Ag6O8,1.065766,4
As2Ag6S6,1.953894999999999,4
Ag12As4S12,2.530116999999999,4
As2Ag6S8,1.327752,4
Ag6As2Se6,1.433043999999999,4
K3Ag3As2,1.815478999999999,4
Ag12Au4Se8,0.8922460000000001,4
Ag12Au4Te8,0.6295589999999991,4
Ag12B4O12,2.194885,4
Ag12S4Br4,1.005146,4
Ag6S2O12N6C2,3.528516,4
Cd1Ag3Rb1N6C6,3.94695,4
Ag3Fe1C6N6,2.263035,4
Ag3Mn1K1N6C6,3.439095,4
Ag3C6N6K2Na1,3.829615,4
Ag3K2Na1C6N6,3.900177,4
Cs2Ag6S4,1.376493999999999,4
Ag6Cr2O8Cl2,2.181977,4
Sb3Co6Ag9O18,1.48577,4
Ag6Cs2Se4,1.024015,4
Ag12Cu4S8,1.02206,4
Ag12Cu4S8,1.946705,4
Ag6Hf4F28,0.8450500000000001,4
Ag3Na3W2O6F6,3.915562,4
Ag6F16,2.302602,4
Ag6Fe2V4O16,2.487261,4
Ag6Ge6Sn4P12,0.4882789999999999,4
Ag6Ge10P12,0.914798999999999,4
I1S1Ag3,1.518287999999999,4
S1I1Ag3,1.669996,4
In1Ag3P2O8,2.877482,4
In4P6O24Ag6,2.686521,4
Ag12K4S8,2.277803999999999,4
Ag6Se4K2,0.756635,4
K2Ag6Te4,0.886081,4
Ag6Nb4K6S16,2.837173,4
Ta4Ag6K6S16,3.194718,4
Ta4Ag6Se16K6,2.669727,4
Li2Ag6O4,1.841594,4
Ag12S4N4O12,2.461094,4
Ag6Se2N2O6,1.719867,4
Ag6N10O12,3.565115,4
Na2Ag6O4,1.799447,4
Ag12S8Na4,1.897288,4
Ag6Tl4P6O24,1.273395,4
Ag6P2O8,1.743059,4
Ag12Sb4O16,0.966061,4
Ag3V1O4,2.089914,4
Ag12V4O16,2.109137,4
Ag6P22,1.425984,4
Ag6P2S8,2.205975,4
Ag6P2Se8,1.312479999999999,4
Y2Ag6P4S16,2.985139,4
Ag6Sn4Si6P12,0.460209,4
Sn2Ag6P14,1.085343,4
Rb2Ag6S4,1.213491,4
Rb2Ag6Se4,0.841507,4
Rb2Te4Ag6,0.953419,4
Tl4Ag12S8,1.633434999999999,4
Sb2Ag6S6,1.716923,4
Sb4Ag12S12,2.233298999999999,4
Ag8Cd2Ge4S14,1.645217,4
Ag16Ge4O16,1.007318999999999,4
Ag8Hg2Ge4S14,1.404802,4
I4Ag16P4O16,1.837878,4
K4Ag8S6,0.9070299999999992,4
K4Ag8Se6,0.6850710000000001,4
Mn2Sb4Ag8S12,2.143973,4
Ag16S4O8N8,1.981923,4
Te4Ag16S4O16,1.672023,4
Ag8Si2O8,1.806865,4
Ag16Te4O20,0.805698999999999,4
Ag8P4S14,2.794485999999999,4
Rb4Ag8S6,0.954294,4
Ag10Cu2As6O22,1.923583,4
La1Ba2Ag5S6,2.328891,4
Y1Ba2Ag5S6,2.316321,4
Bi4Ag20O16,2.390619,4
Ag5P1S4Cl2,2.535568,4
Hg4Ag5P8Cl5,2.033874,4
Cs4Se12Ag20,0.53034,4
Cs4Te12Ag20,0.56511,4
Ag20Ge4O16,1.671092,4
Ag10Hg2Sb2O12,0.572211,4
I2Ag10O12,1.033536,4
Ag10O8P2Se2,1.367863,4
Ag10O8P2Te2,1.377387,4
Ag20Si4O16,1.451024,4
Sb2Ag10S8,1.5964809999999992,4
Ag6Mo2Cl1F3O7,3.122620999999999,4
Ag12Cr2Si2O16,0.737362,4
Ag12S2Ge2O16,0.698811,4
Ag6O2,0.1072539999999999,4
Ag12Si4O14,1.332624,4
Ag12S2Si2O16,1.03198,4
Ag7Zr6F31,4.836982,4
Ag14Ta2S12,1.687763,4
Ag16Ge2Se12,0.671720999999999,4
Ag16Sn2Se12,0.757444,4
Ag9I1Ge2O8,0.554334,4
B1Al3N4,4.636373,4
Ba10Al6F38,9.118025,4
Cu4Al4As4O20,4.159026,4
Al1As1,2.153336,4
Al1As1,2.153546,4
K4Na2Al2As4,1.773953,4
Mo2As2Al1Li3O14,4.00795,4
Na6Al2As4,1.593172999999999,4
Ba12Al4As12,1.248015,4
Ca12Al4As12,1.311858,4
As6S10Al2Cl8,3.248365,4
Sr12Al4As12,1.590066,4
Na6Ca6Al2As8,1.552175,4
Li2Al2B28,1.928283,4
Ba2Al2F4O6B2,7.924355999999999,4
Ba2Al2F4B2O6,7.612058,4
Ba1Al1Ge1D1,1.132928,4
Ba1Al1Si1D1,1.134707,4
Ba4Al4D20,3.621291999999999,4
Ba8Al4D28,3.8889739999999993,4
In4Ba8Al4O20,3.35289,4
Ba12Al4P12,1.308713999999999,4
Ba12Sb12Al4,0.983476,4
La6Al2Be2S14,3.035312,4
Bi2Al2Br12,3.565077999999999,4
Bi4S4Cl16Al4,3.758032,4
Bi4Se4Cl16Al4,3.431199,4
Bi4Te4Cl16Al4,2.865216,4
Bi6Al6O18,3.959969,4
Bi4Br2Se4Al2Cl8,1.893011,4
Bi8Te8Br4Cl16Al4,1.516246,4
Te8Sb8Br4Cl16Al4,1.133175,4
Br2Al2O8H12,6.234452,4
Al4Br12S4N4,2.706231,4
Br12Se4Al4N4,2.645221,4
Al4Br12,5.270942,4
Cu2Al2Br8,3.820556,4
Se2Br14Al2,3.155131,4
Al2Nb2Br16,2.508346,4
Sc2Al2O2C2,1.229167,4
Sc2Al2O2C2,2.221806,4
Cl4Al2N2C6H16,6.598181,4
Ca1Al1Si1D1,0.829923,4
Ca4Al4N8Li4,4.019538,4
Al1Ca2S2F2Cl1O12H8,7.135643,4
Ca4Al2F14O2H4,8.893557999999999,4
Ca12Al4N12,3.558871,4
Na6Ca6Al2Sb8,1.002877,4
Sb12Ca12Al4,0.794598,4
Cd2Al2Cl8,3.382704,4
La6Cd2Al2S14,3.42489,4
Al2Ce2O6,3.307839,4
Ce2Al2O6,3.658954,4
Cl2Al2O8H12,6.964871,4
Al4Cl12,6.728762,4
Cu4Cl16Al4,4.527765,4
Cu2Al2Cl8,4.380047,4
S8N4Al4Cl16,3.119265,4
S8N8Al4Cl16,2.212489,4
Sb8Se8Al4Cl16,1.71287,4
Sb10Se10Al2Cl8,1.832722,4
I2Al2Cl12,3.452698,4
I12Cl24Al4,2.690537,4
N4S8Cl24Al4,2.883206,4
S2Cl14Al2,3.989362,4
Se2Cl14Al2,2.987178,4
Nb2Al2Cl16,3.208821,4
La6Cr2Al2S14,0.8583259999999999,4
Cs4Cu4Al4F24,4.479097,4
Al4D16Cs4,6.028108,4
Cs2Al2F8O4H8,8.472137,4
Cs4Pd4Al4F24,3.669237,4
Cs2Al2N8H16,4.57866,4
Te12Cs4Al4,2.067242,4
Al2Na2Cs4F12,8.961626,4
Te12Cs12Al4,2.921594,4
Cs12Al2Sb8K6,1.25775,4
Cs12Al2Sb6,1.044227,4
K4Cu4Al4F24,4.563502,4
Cu1Al1O2,3.355023,4
Cu2Al2O4,3.423551,4
Cu2Al2O4,3.502186,4
Cu2Al2S4,3.038984,4
Cu2Al2Se4,2.083205,4
Cu2Al2Te4,1.880803999999999,4
Sr1Al1Ge1D1,1.12663,4
Sr1Al1Si1D1,1.080394,4
Al4D12,4.214296,4
Li4Al4D16,5.312943,4
Na2Li1Al1D6,3.787144,4
Al1F3,9.697908,4
Al6F18,9.874797,4
Al3F9,9.7954,4
Al2F6,10.022585,4
Al2F6,10.05277,4
Al16F48,9.688452,4
Al10F30,9.75373,4
Mn4Al4F20,6.107873,4
Al4Mn4F20,6.13301,4
Al1Li1K2F6,9.646736,4
K2Al1F6Li1,9.644356,4
K2Al1Na1F6,9.111691,4
Na4K8Al4F24,9.147908,4
Li2Pd2Al2F12,3.994774,4
Rb4Pd4Al4F24,3.584157,4
Na4Mg2Al2F14,8.969127,4
Na4Mg2Al2F14,8.967614,4
Na4Mg2Al2F14,8.97024,4
Na4Mg2Al2F14,8.971328999999999,4
Pb6Al2F18O2H4,6.092047,4
Fe8Al8O24,3.615348,4
Y6Fe2Al2S14,3.137348,4
Al1V1Fe2,1.220552999999999,4
Li1Al1Ge1,0.464919,4
Si4Al2O14Li2H2,5.371637,4
Al2S2O10H2,7.727686999999999,4
Al1Sr1H3,0.364076,4
Al2H6,3.579317,4
Al4Li4H16,5.572689,4
I2Al2O8H12,5.464676000000001,4
Li2Al2K4H12,3.612717,4
La1Al1H6,3.3587689999999992,4
Al2Na6H12,3.987738,4
K2Al2N8H16,4.540174,4
Al4I12,4.197041,4
Sb2Al2I12,2.916677,4
Te2I14Al2,2.587967,4
I32Al4P4,2.253915,4
Al6In6Se18,1.119626,4
Al4K4O8,5.287889,4
Al2K2O4,4.486168,4
K4Al4Sb16,0.8585179999999991,4
K2Al2Te4,2.483835,4
K4Li2Al2P4,2.684185,4
K4Na2Al2P4,2.329582,4
K6Al2O6,4.239724,4
K12Al4Se12,3.340181,4
K12Al4Te12,2.9016070000000003,4
K12Al2Sb8Na6,1.28874,4
La6Mg2Al2S14,3.415463,4
La6Mn2Al2S14,3.014137,4
La6Ni2Al2S14,2.536749,4
La6V2Al2S14,2.459211,4
La6Zn2Al2S14,3.461313,4
Na8Al4P8Li4,2.580638,4
Al2P4Li2S12,3.742507,4
Li1Al1Si1,0.519257999999999,4
Te4Al2Li2,3.130783,4
N16Al8Li24,4.147426,4
Y6Mn2Al2S14,3.042578,4
Mo4V4Al4O28,3.35424,4
Al1N1,5.959914,4
Al2N2,4.707983,4
Al2N2,4.691554,4
Al2N2,5.578156,4
Al1N1,4.553951,4
S12P4Al2Na2,3.720741,4
Na4Sr8Al4P12,0.964721,4
Na8Al8Se16,3.283779999999999,4
Na2Al2Se4,3.174374,4
Na2Al2Te4,1.93803,4
P4Al2Na6,2.211055,4
Al4S12Na12,4.2512240000000014,4
Na12Al4Se12,3.413674,4
Na12Al4Te12,2.852661999999999,4
Al1Nb1Ru2,0.226081,4
Y6Ni2Al2S14,2.811042,4
Al1O1,-0.054436,4
Tl6Al6O12,3.34681,4
Rb6Al2O6,4.017992,4
Al1P1O4,4.895862,4
Al1P1O4,0.862471,4
Al3P3O12,0.582433,4
Tl4Si4Al4O16,5.082682,4
Al2W2O8,2.290613,4
Al2P2S8,3.744152,4
P2S8Al2,4.024227,4
P1Al1S4,3.79419,4
Al1P1,2.326595,4
Al2P2,2.689678,4
Al1P1,2.327076,4
Al4Si4P12,0.861939999999999,4
Rb12Al2Sb6,0.772775999999999,4
Tl8Al8S16,2.601421,4
Al1Sb1,1.875019,4
Al4Sr12Sb12,1.066247999999999,4
Tl2Al2Se4,1.081251,4
Tl8Al8Se16,2.201911,4
Te6Al2Si2,1.83382,4
K6Al4As6,1.956969999999999,4
Ba12Al8As16,1.711641999999999,4
Ca6Al4As8,1.7126320000000002,4
Sr6Al4As8,1.788977,4
