mpid,formula,BG,FE,e_hull,fidelity,BG_category
mp-1124,MgZn2,0.0,-0.1235083508333332,0.0,3,0.0
mp-20050,InP3,0.0,-0.0625497798214294,0.0502542422023797,3,0.0
mp-13033,MgTe,3.18028675,-0.8733390500000002,0.0008903524999999,3,3.0
mp-24076,Y(HO)3,5.42157,-2.305902083158572,0.0208707224999908,3,5.0
mp-866894,CaSnS3,0.0,-0.9761110994375002,0.5091153657500005,3,0.0
mp-20304,RhN2,0.0,0.108441093413333,0.1084410934133313,3,0.0
mp-977408,NbTlO3,1.014907,-2.3780724377500007,0.0901059687500005,3,1.0
mp-778057,Na2SnO2,3.04505,-1.7434747647500004,0.0,3,3.0
mp-13365,SrZn2,0.0,-0.1889481499999998,0.0498607683333334,3,0.0
mp-753798,Rb2SnO3,3.549426,-1.940188098958334,0.0,3,3.0
mp-540703,Cs2S,2.956943,-1.2050029146875003,0.0,3,3.0
mp-14105,AlTlO2,3.092116,-2.443708294375,0.0273723946590909,3,3.0
mp-867356,TcRu3,0.0,-0.0605345374999988,0.0,3,0.0
mp-27872,MgTi2O4,0.0,-3.2347239147619047,0.0168740785714245,3,0.0
mp-2512,AsPd5,0.0,-0.2677400741666662,0.0,3,0.0
mp-48,C,0.0,0.0,0.0,3,0.0
mp-31098,YB2Ir3,0.0,-0.6788811126388884,0.0,3,0.0
mp-773302,Li3Ti2CrO6,0.0,-2.765153517569446,0.0877198840923334,3,0.0
mp-557523,VS2,0.620246,-1.2924655843750006,0.0187771050000007,3,0.0
mp-774117,V2O3F,0.0,-2.6373141033233325,0.0340952550000039,3,0.0
mp-10229,Nb3Si,0.0,-0.3486416524999996,0.0965349683333354,3,0.0
mp-7140,SiC,2.379597,-0.2019856187500002,0.0035911658333329,3,2.0
mp-19156,BaMnO3,3.023660999999999,-2.473357901942,0.0076998086666657,3,3.0
mp-105,Te,0.0,0.0421421074999996,0.0421421074999996,3,0.0
mp-36751,In5AgS8,0.6333869999999999,-0.905428425892857,0.0,3,0.0
mp-8927,TaCuN2,1.73388127,-0.7305245036899999,0.1273786989683323,3,1.0
mp-3810,Hg(AsO3)2,1.885176,-1.4849195052777786,0.0,3,1.0
mp-769889,TaFeO4,3.348687,-2.7636967866666686,0.0051070441666638,3,3.0
mp-11009,CaC2(SN)2,4.529298,-0.7060119596978579,0.0865027762332664,3,4.0
mp-971700,ZnAuO3,0.0,-0.1689908197500003,0.7831513173749993,3,0.0
mp-541582,ReSe2,1.679338,-0.4015107173958323,0.0,3,1.0
mp-24721,RbH,3.88923889,-0.2294985443100001,0.0,3,3.0
mp-6591,SrLiAlF6,9.238441,-3.897299125793335,0.0,3,7.0
mp-755293,Sr4Sb2O,1.800441999999999,-1.681349114464286,0.0,3,1.0
mp-1298,KAu5,0.0,-0.2251271699999998,0.0,3,0.0
mp-23950,K(BH)3,5.994235,-0.365632574408571,0.0472164335714291,3,6.0
mp-14305,Lu2MnS4,2.122043,-2.028439004464286,0.0,3,2.0
mp-25475,CoH4(BrO)2,3.563417,-1.0896978507755553,0.0,3,3.0
mp-9127,Ba(SbO3)2,4.019744,-2.3935972152777776,0.0,3,4.0
mp-1867,Ta2Ni,0.0,-0.2344725916666661,0.0,3,0.0
mp-19728,YSiRh,0.0,-1.0576300400000005,0.0,3,0.0
mp-8732,Ta2Se,0.0,-0.4474812811979163,0.0,3,0.0
mp-12065,Ag3Pt,0.0,0.0137571325000003,0.0137571325000003,3,0.0
mp-9514,Mg(AlC)2,2.5311,-0.0618987449999998,0.0024261762499984,3,2.0
mp-12752,Zr4Al3,0.0,-0.4641296057142869,0.0,3,0.0
mp-675334,LiTi2O4,0.0,-3.091700601190477,0.1691897549999836,3,0.0
mp-23317,AsBr3,4.151391,-0.4656044862499997,0.0,3,4.0
mp-36248,H4BrN,5.105064,-0.7014783361433329,0.0115418141666658,3,5.0
mp-10326,Zn(ReO4)2,5.522736,-2.1201645586363624,0.0,3,5.0
mp-23376,GaSeBr7,3.120892,-0.486033396510417,0.0,3,3.0
mp-1399,AlAu,0.0,-0.3924443062500002,0.0,3,0.0
mp-867369,TcF3,1.68989,-1.7281375846425,0.3066971375000005,3,1.0
mp-1009836,ZrN,0.0,-0.9925542061900005,0.8776843200000002,3,0.0
mp-961652,ZrFeSb,0.0,-0.4368261249999996,0.040141421666668,3,0.0
mp-28593,Li3BrO,5.769477999999999,-1.83347505825,0.0387686359999985,3,5.0
mp-774063,V4O7F5,2.419844,-2.5386545987312505,0.0397736445833381,3,2.0
mp-3807,Al2CdSe4,2.012172999999999,-0.7685297349107142,0.0456888550000034,3,2.0
mp-978968,Ti3O2,0.0,-2.361852900500001,0.032394895999996,3,0.0
mp-977,LuIn3,0.0,-0.3301409974999996,0.0,3,0.0
mp-33588,Ca2NF,2.673391,-2.2386980833925003,0.0,3,2.0
mp-772598,MnO2,3.014286,-1.797794274486666,0.0127747141666674,3,3.0
mp-2516,YZn,0.0,-0.3607610987499998,0.0,3,0.0
mp-1009730,Ca2Sn,1.07824416,-0.6064532783333334,0.0318333458333328,3,1.0
mp-1963,NbRh,0.0,-0.3989106724999996,0.0,3,0.0
mp-415,IrN2,1.24504,0.1656251575799991,0.1656251575799974,3,1.0
mp-10679,Ba,0.0,0.0187818699999999,0.0187818699999999,3,0.0
mp-4824,NaZnP,1.559763,-0.4088179426984127,0.0,3,1.0
mp-38177,Rb2ZnI3,0.6467120000000001,-0.9340900383333334,0.2420985454166664,3,0.0
mp-778408,HgBiO3,0.0,-1.1082261127500004,0.0345750935000008,3,0.0
mp-10566,Lu3BC3,0.0,-0.4971628098809516,0.0,3,0.0
mp-771629,Li2MgMn3O8,3.051262,-2.204175513777144,0.0196624205357078,3,3.0
mp-10845,Te2Ir,0.0,0.0037931866666666,0.2951525900000007,3,0.0
mp-31474,Rb2Hg7,0.0,-0.2230337211111111,0.0,3,0.0
mp-7544,ZrSiRu,0.0,-0.9373906883333328,0.0,3,0.0
mp-7773,Na2AsAu,0.853723,-0.4961980812499998,0.0,3,0.0
mp-775052,Li2CoCuO4,0.0,-1.548892678125,0.0739789724999973,3,0.0
mp-16297,Sc3SnC,0.0,-0.7883805365000015,0.0,3,0.0
mp-773309,Li2CrCuO4,0.898577,-1.8733258906249992,0.0605512731250001,3,0.0
mp-32884,Ag2S,2.183426,-0.2724500730208336,0.0057779800000021,3,2.0
mp-655489,Pb4SeBr6,2.474026,-0.8212419662357959,0.0427238436363635,3,2.0
mp-975138,RbWO3,0.0,-2.045720004750001,0.1531926125000087,3,0.0
mp-6870,KBe2BO3F2,7.497899,-3.1892115758662967,0.0,3,7.0
mp-1009223,NaAs,0.0,-0.2556445099999997,0.1132668461413044,3,0.0
mp-3315,CaPd3O4,0.108029,-1.5193191512500004,0.0,3,0.0
mp-5042,YTiGe,0.0,-0.7108897413888885,0.0,3,0.0
mp-16763,KYTe2,2.214371,-1.4109524931250004,0.0,3,2.0
mp-9676,K2NaGaAs2,1.241194,-0.5021244849999998,0.0,3,1.0
mp-754152,YBiO3,3.373512,-2.7740944392500007,0.0470285207499987,3,3.0
mp-504570,K3FeO3,2.957775,-1.7260072312500003,0.0,3,3.0
mp-752928,LiCoS2,0.0,-1.00431851453125,0.0818649378124964,3,0.0
mp-9382,SrZrN2,1.20765897,-1.4764286086899998,0.0128362112499988,3,1.0
mp-13545,BaIrF6,0.734679,-2.7843527283925003,0.0,3,0.0
mp-4888,NbPO5,4.657134,-2.9255821891921765,0.0226477578571469,3,4.0
mp-27368,NaLi5Sn4,0.0,-0.2482354494999999,0.0924430364583335,3,0.0
mp-13946,Rb2ZrF6,8.824315,-3.6828025752377775,0.0,3,7.0
mp-772055,Li6Ti2O7,4.632376,-2.8182316024722227,0.0116462253333393,3,4.0
mp-554917,LiSn2(PO4)3,4.99928522,-2.54739199468254,0.0,3,5.0
mp-1009471,NbN,0.0,-0.61568532119,0.6375658800000004,3,0.0
mp-775528,Na2MnO2,1.283744,-1.667597586692,0.0350021686666668,3,1.0
mp-28868,Nb3(BiS3)2,0.0,-1.2575166999431822,0.0,3,0.0
mp-31996,LiMn2(PO4)3,2.42098648,-2.386185178400317,0.0173161267361097,3,2.0
mp-32385,Ni7(PO4)6,0.0,-1.9102881650965249,0.0560169720945911,3,0.0
mp-27725,AuI,3.101495,-0.0758372924999997,0.0,3,3.0
mp-9385,RbAu3Se2,2.865919,-0.4539282395312506,0.0,3,2.0
mp-944,AlB2,0.0,-0.0434671911111112,0.0122970596000007,3,0.0
mp-552185,AgNO3,3.590163,-0.7700750962260002,0.0,3,3.0
mp-973557,FeAu3,0.0,0.1577981375000003,0.1577981375000003,3,0.0
mp-1265,MgO,6.30087423,-3.065234325625,0.0,3,6.0
mp-10744,Si3Pt2,0.0,-0.5242742090000008,0.0135564729999995,3,0.0
mp-2540,VTc,0.0,-0.3748819949999991,0.0,3,0.0
mp-34563,Mn2CuO4,0.4710169999999999,-1.6420994388457135,0.0788855754464217,3,0.0
mp-755414,LiTiS2,0.0,-1.7252770280729175,0.0356427206249998,3,0.0
mp-776915,V5O12,2.284591,-2.2990922638235305,0.0436608100000306,3,2.0
mp-2861,CaTl,0.0,-0.4342483825000003,0.0,3,0.0
mp-973060,MgCr,0.0,0.5718148300000001,0.5718148300000001,3,0.0
mp-559612,KLiO,3.869122,-1.65228926875,0.0134810233333331,3,3.0
mp-961681,ZrGePt,0.0,-0.3806115183333342,0.6071731549999999,3,0.0
mp-25503,CrHO2,3.425916,-2.008303506530001,0.0130076012499991,3,3.0
mp-978962,Tl3Fe,0.0,0.8701319912499996,0.8701319912499996,3,0.0
mp-3338,NaGaO2,4.039955,-2.2343090043750005,0.0,3,4.0
mp-1009747,ScSn,0.0,0.4132325024999997,1.002283416428571,3,0.0
mp-31753,RbCr3O8,2.719807,-1.9657259191666665,0.0,3,2.0
mp-1014,ZrMn2,0.0,-0.1849592208333324,0.0015996675000007,3,0.0
mp-777546,NaSnO,0.0,-1.365614677083333,0.0872809602083313,3,0.0
mp-25173,MgPb2WO6,3.493143,-2.13670392775,0.010748437500001,3,3.0
mp-1009831,TaN,0.0,-0.5519264561899995,0.8127363433333343,3,0.0
mp-560129,Na3La2(BO3)3,5.209814,-3.0395533015441174,0.0,3,5.0
mp-11359,Ga2Cu,0.0,-0.0831040366666666,0.0,3,0.0
mp-16254,BaCuP,0.095331,-0.7297684693650801,0.0,3,0.0
mp-776999,Cr2O3,3.139428,-2.28992368875,0.0596513849999986,3,3.0
mp-1047,Ca3N2,1.619835,-0.9189937529519996,0.01362231375,3,1.0
mp-767158,Mn2CrO6,1.565648,-1.818364016602222,0.0737616283333206,3,1.0
mp-15803,Y2MgSe4,2.168888,-1.706983097767857,0.0,3,2.0
mp-1432,Be2B,0.0,0.043189351111111,0.0537077730555557,3,0.0
mp-976725,Hf3Au,0.0,-0.1865641337500001,0.1441444587500004,3,0.0
mp-976847,Ni3Sb,0.0,-0.1386933862499999,0.0130087625000001,3,0.0
mp-985304,Cr(GaS2)2,0.0,-0.9833561194642868,0.067261635357144,3,0.0
mp-636297,HfNiSn,0.0,0.2519445600000007,0.8830875899999979,3,0.0
mp-771665,Li2MnNiO4,1.504277,-1.767462668244999,0.0946138943750005,3,1.0
mp-2534,GaAs,0.6344543300000001,-0.3472492675000005,0.0,3,0.0
mp-20268,TiGePd,0.0,-0.7093992938888896,0.0,3,0.0
mp-11547,YTlPd,0.0,-0.6664561925000001,0.0,3,0.0
mp-755559,LiNbO3,4.900827,-2.86738640075,0.0466217209999992,3,4.0
mp-19723,InAuO2,0.591142,-1.3452286556249995,0.0171194093750006,3,0.0
mp-772593,Li2NiBiO4,0.0,-1.5981051612499997,0.0391655250694507,3,0.0
mp-253,ScCo2,0.0,-0.3507086799999992,0.0,3,0.0
mp-557142,Li2S,4.143048,-1.3853849846875,0.1753757799999995,3,4.0
mp-771630,LiCr3(FeO4)2,2.193875,-2.1934292207142847,0.0059145658163295,3,2.0
mp-10020,ScC,0.0,-0.1389255487500005,0.3064328429838685,3,0.0
mp-2480,OsSe2,0.407800999999999,-0.1810460040624993,0.0,3,0.0
mp-28591,Na4HgP2,1.527089,-0.3570393880272107,0.0,3,1.0
mp-11191,CrSi2,1.22148,-0.3633700844444437,0.0114057988888909,3,1.0
mp-888,CaAs,0.0,-1.0782612699999998,0.0,3,0.0
mp-1473,Fe7W6,0.0,-0.0208676469230773,0.0,3,0.0
mp-766156,LiV3(OF3)2,2.675457,-2.9743992033033333,0.062966691250013,3,2.0
mp-27259,CsCrI3,0.0,-0.8175712819999997,0.0532368033333332,3,0.0
mp-1089,TiIr3,0.0,-0.7144286841666663,0.0,3,0.0
mp-2030,RuS2,1.643238,-0.9921361610416662,0.0,3,1.0
mp-753508,LiCuS,1.967487,-0.9104511388541668,0.0509179143749998,3,2.0
mp-560237,Cr3AgO8,2.156968,-1.6590212783333331,0.0,3,2.0
mp-930,ZrP,0.0,-1.3345562890476197,0.046088792499999,3,0.0
mp-973364,Mg,0.0,0.0215100325000001,0.0215100325000001,3,0.0
mp-37214,MnPbO3,0.0,-1.6028927069419994,0.1253827741250033,3,0.0
mp-31999,Na2MnO4,0.0,-1.5690369879942858,0.0788237691071431,3,0.0
mp-974861,Mn2Co2O5,0.0,-1.2110574520188888,0.5218731040740785,3,0.0
mp-13002,K2SiF6,9.271241,-3.4462737157933336,0.0049231983333335,3,7.0
mp-1009752,ScSi,0.0,0.4932631549999993,1.3273585399999996,3,0.0
mp-1009207,MnSb,0.0,0.2971151675000003,0.3308141125000006,3,0.0
mp-4142,MnSbPd,0.0,-0.0900554816666658,0.2038081166666669,3,0.0
mp-7187,TiAlNi2,0.0,-0.6199108316666662,0.0,3,0.0
mp-11147,Na5CuSO2,2.864111,-1.3551073557291673,0.0,3,2.0
mp-331,ScAl,0.0,-0.4471662649999999,0.0,3,0.0
mp-19407,MnWO4,2.971225,-2.2216732926600016,0.0,3,3.0
mp-9225,ScSiPt,0.0,-1.1945382075000002,0.0,3,0.0
mp-552941,Na4CO4,3.575876,-1.7246760969444457,0.1534152322222235,3,3.0
mp-19147,NiCO3,3.9912289999999992,-1.5463232302500003,0.0,3,4.0
mp-973586,Lu(AlC)3,0.7863020000000001,-0.3399210760714289,0.0,3,0.0
mp-1526,TiHg,0.0,-0.009828848333333,0.0567602125000004,3,0.0
mp-771464,MnCo5O12,0.0,-1.222268694220001,0.0276284344444501,3,0.0
mp-771613,LiNiSnO4,1.108655,-1.6896452085714284,0.0079302020714218,3,1.0
mp-754455,Sc2O3,5.793244,-3.8975423787500008,0.0865210587499998,3,5.0
mp-66,C,5.51701897,0.1339096375000004,0.1339096375000004,3,5.0
mp-3319,Mg(RhO2)2,2.863993,-1.6586750385714284,0.0113765196428561,3,2.0
mp-4409,Cu(RhO2)2,0.0,-1.064402825714286,0.0208483499999996,3,0.0
mp-1864,LaP5,0.247807,-0.5691590788293652,0.0,3,0.0
mp-30943,MgPSe3,2.963191,-0.6068951467752981,0.0,3,3.0
mp-754358,ZnSeO4,3.5698939999999992,-1.3623018847656247,0.0060707745833248,3,3.0
mp-975159,RbZnO3,0.0,-0.8956934217500006,0.4034867090000001,3,0.0
mp-770104,LiMn4O8,0.0,-1.8688571187569232,0.0881079414423045,3,0.0
mp-2339,Ti3Pt,0.0,-0.6495360550000013,0.0,3,0.0
mp-18686,ZrCr5P3,0.0,-0.5963508060317461,0.00647943375,3,0.0
mp-1598,Na3P,1.039783,-0.3416982145238099,0.0,3,1.0
mp-23680,H(CO)2,4.316041,-0.9355833257240008,0.284331719749983,3,4.0
mp-978016,LaSn2Pd,0.0,-0.7822484450000005,0.0169611059935901,3,0.0
mp-3363,Sc2Ni2Sn,0.0,-0.6048909779999996,0.0,3,0.0
mp-2444,GaRh,0.0,-0.6843403949999995,0.0,3,0.0
mp-766785,Li4Si2NiO7,3.799254,-2.583336369196428,0.0267269671428591,3,3.0
mp-26695,Li2CuPO4,4.04545408,-2.3149936803869045,0.0532736940625016,3,4.0
mp-31962,Li6Mn9(PO4)8,4.4194352000000015,-2.586006136061852,0.0439404530000038,3,4.0
mp-631,TiC,0.0,-0.8084725220833331,0.0,3,0.0
mp-9258,SiO2,5.905497,-2.7128741916666663,0.5718387158333291,3,6.0
mp-3123,PPdSe,1.83934,-0.3859843722296633,0.0,3,1.0
mp-753755,Bi3O4F,3.378089,-1.835224871398751,0.039262444062496,3,3.0
mp-558256,Li3Ti4O8,0.0,-2.9901375777777788,0.1279485256666799,3,0.0
mp-961678,ScCoTe,1.08275826,-0.7911986399999998,0.0191885575000005,3,1.0
mp-9124,LiZnAs,1.31436915,-0.5199398299999997,0.0,3,1.0
mp-18953,NaV(OF)2,3.466438,-2.716749946646667,0.0,3,3.0
mp-20158,PbO2,0.0,-1.2103970474999997,0.106412376666662,3,0.0
mp-13,Fe,0.0,0.0,0.0,3,0.0
mp-11546,TiPd,0.0,-0.4736830333333337,0.0713236249999997,3,0.0
mp-12978,SnO2,2.22157,-2.1067557324999995,0.0180990766666679,3,2.0
mp-10614,SrLiP,1.468373999999999,-0.9019354893650794,0.0799458349999993,3,1.0
mp-772347,Li6FeO6,0.3646609999999999,-1.8279913959615388,0.0691850498076895,3,0.0
mp-36582,NaHS,4.271255699999999,-0.9506692958941668,0.0019043500000002,3,4.0
mp-38683,Co2NiO4,0.0,-1.2306799764285716,0.0,3,0.0
