mpid,formula,BG,fidelity,bg_category
mp-7438,KZnSb,0.4468,0,0.0
mp-27637,NiBr2,0.0,0,0.0
mp-769176,K5YO4,2.1115,0,2.0
mp-752671,Ba2SrI6,4.0581,0,4.0
mp-768776,LiBiB2O5,3.5923,0,4.0
mp-866810,Ca2SnS4,2.442299999999999,0,2.0
mp-989193,SnBrF,1.9947,0,2.0
mp-9230,KAlAs2O7,3.0235,0,3.0
mp-23819,Al2P2H9NO11,5.2559000000000005,0,6.0
mp-15795,LiDySe2,1.534799999999999,0,1.0
mp-767163,Li2VCr(P2O7)2,2.1866,0,2.0
mp-680093,CdI2,2.3358,0,2.0
mp-971868,TmMgAg2,0.0,0,0.0
mp-567730,Pr2B3Cl,0.0,0,0.0
mp-30344,Li2InAg,0.0,0,0.0
mp-4226,LiCrS2,0.6463000000000001,0,0.0
mp-768176,TmTaO4,3.5355,0,4.0
mp-1013532,Sr3AsP,0.0,0,0.0
mp-21316,TaSiIr,0.0,0,0.0
mp-707337,K3H3Pd,1.7674,0,2.0
mp-782725,MnOF,0.1215,0,0.0
mp-29409,CIF7,4.6791,0,5.0
mp-757781,LiSi2(BiO3)3,3.0679,0,3.0
mp-2044,Zr5Al3,0.0,0,0.0
mp-554523,TeBrO3F5,2.7381,0,3.0
mp-554459,Pr6S4BrN3,1.2631,0,1.0
mp-556171,CdP2Xe5F22,2.4129,0,2.0
mp-859133,LiH2N3O,3.6515,0,4.0
mp-16002,U2Ta6O19,0.0,0,0.0
mp-767403,Li5SbS,1.1225,0,1.0
mp-30499,Th6Cd7,0.0,0,0.0
mp-706612,BH5(NF2)2,6.204,0,7.0
mp-762904,LiCoSiO4,1.229299999999999,0,1.0
mp-675672,Zr5Sc2O13,3.647,0,4.0
mp-776655,Ti2O3,0.0,0,0.0
mp-27233,SrAl,0.0,0,0.0
mp-567852,SmCo9Si4,0.0,0,0.0
mp-545756,ZnSO4,4.2625,0,5.0
mp-626287,Sr(H8O5)2,3.092,0,3.0
mp-569764,RbCu2I3,2.0713,0,2.0
mp-567352,Ga(SbBr)4,2.0068,0,2.0
mp-555664,ZnS,2.020699999999999,0,2.0
mp-765456,Li4Mn3Cr3(CuO8)2,0.0,0,0.0
mp-559083,Ca2MgSi2O7,4.6042,0,5.0
mp-976378,La3Sn4,0.0,0,0.0
mp-768738,Li3Bi(BO3)2,2.9149,0,3.0
mp-765552,Li2MnCoO4,0.4936,0,0.0
mp-557529,Na5P3O10,4.5621,0,5.0
mp-762902,Li2(NiO2)3,0.310799999999999,0,0.0
mp-778325,Li2TiV3O8,1.2078,0,1.0
mp-707440,Sr2Mg3H10,2.8642,0,3.0
mp-20671,UCoGe,0.0,0,0.0
mp-762705,Li3FeSiO5,2.1731,0,2.0
mp-1020633,RbMgBO3,4.3738,0,5.0
mp-32046,K2Mo2O7,3.4022,0,4.0
mp-982245,PbAuO3,0.0,0,0.0
mp-29588,Nd3(BN2)2,0.0,0,0.0
mp-541623,Ti4Fe2O,0.0,0,0.0
mp-780757,Fe2O3F,0.0,0,0.0
mp-22387,U2N3,0.0,0,0.0
mp-850137,CrAgO4,0.0,0,0.0
mp-8301,Gd2CF2,0.7328,0,0.0
mp-12120,FeN,0.0,0,0.0
mp-3368,LiNb3O8,2.9705,0,3.0
mp-762067,Li4Ti3V3(SbO8)2,1.098,0,1.0
mp-851013,VFe2(PO4)3,0.0,0,0.0
mp-703352,UP2H6O7,2.5385,0,3.0
mp-780535,BaLu2O4,2.9254,0,3.0
mp-892,ScPt,0.0,0,0.0
mp-770625,Li4Al3Cr3(SbO8)2,2.5052,0,3.0
mp-25417,LiTiO2,0.0,0,0.0
mp-973265,K3Zr,0.0,0,0.0
mp-867913,LiHo2Ir,0.0,0,0.0
mp-849402,LiCo2OF3,2.3021,0,2.0
mp-781284,MnFe3Ni2(PO4)6,0.0,0,0.0
mp-764701,Li8Mn5O10,0.4652,0,0.0
mp-978833,SmYIn2,0.0,0,0.0
mp-561800,KCrO2,2.8989000000000003,0,3.0
mp-781681,LiMn(PO3)4,1.0853,0,1.0
mp-767467,Li7Y7Zr9S32,1.052299999999999,0,1.0
mp-768054,Li4V3CrO8,0.9635,0,1.0
mp-672984,LiCu(PO3)4,0.0,0,0.0
mp-982730,Ho2ZnIr,0.0,0,0.0
mp-5001,Li3BN2,3.367599999999999,0,4.0
mp-1020122,MgS2O7,5.5211000000000015,0,6.0
mp-7144,Sm3AlC,0.0,0,0.0
mp-579505,Sb2Te3MoC4(OF3)4,2.0766,0,2.0
mp-859127,GaHO2,2.8219,0,3.0
mp-1133,V5S4,0.0,0,0.0
mp-22262,CoMoP,0.0,0,0.0
mp-995204,H4C6O,2.8404000000000003,0,3.0
mp-7698,NdS2,0.0,0,0.0
mp-607525,Ba11(Cd4Bi7)2,0.0,0,0.0
mp-770948,Na3CoPCO7,2.8697,0,3.0
mp-554235,La2Hf2O7,0.0,0,0.0
mp-773735,NaLi5Fe2P2(CO7)2,4.0232,0,4.0
mp-4962,CoSbS,0.0,0,0.0
mp-774316,Mn6OF11,0.5436,0,0.0
mp-849536,Ni3O4,0.0,0,0.0
mp-19638,KSrVO4,3.8583,0,4.0
mp-686042,Zn4B2O7,1.8634,0,2.0
mp-766506,Li3CuS2,2.0526,0,2.0
mp-10049,MnAsRu,0.0,0,0.0
mp-763076,FeOF,0.7301000000000001,0,0.0
mp-19724,Cu3Ge,0.0,0,0.0
mp-657336,MgSiO3,2.437599999999999,0,2.0
mp-695979,AlH18(BrO6)3,0.119599999999999,0,0.0
mp-770356,Na6Fe2B4SO16,0.0,0,0.0
mp-10118,Mn3B4,0.0,0,0.0
mp-555515,CuAg4TeO6,0.0,0,0.0
mp-7594,CsLiF2,6.2744,0,7.0
mp-9564,Ca(MgAs)2,1.2605,0,1.0
mp-761375,Li2Ti3Ni(PO4)6,0.013399999999999,0,0.0
mp-780628,Na6Cr2B4PO16,0.0,0,0.0
mp-765112,LiVCrP2(HO5)2,1.1987,0,1.0
mp-774144,Li(WO3)2,0.0,0,0.0
mp-5992,LaB2Ir2C,0.0,0,0.0
mp-982982,HfH3,0.0,0,0.0
mp-600182,CdH8C2Br3N,3.3781,0,4.0
mp-22968,NaClO4,5.4553,0,6.0
mp-762234,Li4Ti3Mn3(TeO8)2,0.245099999999999,0,0.0
mp-607436,ReCl3O2,1.8464,0,2.0
mp-21438,LaInAu,0.0,0,0.0
mp-997018,AuClO2,0.262,0,0.0
mp-4785,CeAl3Pd2,0.0,0,0.0
mp-567414,BiAuCl6,1.6272,0,1.0
mp-3317,SmRhO3,0.7336,0,0.0
mp-41473,CsTiNiOF5,3.1081,0,3.0
mp-559895,ErCuTe2BrO6,0.3734,0,0.0
mp-765031,MnOF,0.8831,0,1.0
mp-28419,K2TeSe3,1.7896,0,2.0
mp-779784,Li6MnFe5(BO3)6,2.8636,0,3.0
mp-32684,HBr,4.486000000000001,0,5.0
mp-696842,NaH3(SeO3)2,4.2406,0,5.0
mp-777963,Li3SbH18S4O9,2.1608,0,2.0
mp-8098,InGaO3,1.341999999999999,0,1.0
mp-581586,Tl8Sb21As19(PbS17)4,1.4184,0,1.0
mp-777356,Li2Bi2(SO4)3,1.8644,0,2.0
mp-770070,Li3TiCr3O8,2.3315,0,2.0
mp-767139,LiCr2(PO4)2,1.0178,0,1.0
mp-29504,ClF,2.0481,0,2.0
mp-684969,Sc2S3,0.927999999999999,0,1.0
mp-1091,SmAu6,0.0,0,0.0
mp-676864,K3Nd3I10,0.102999999999999,0,0.0
mp-318,SrIr2,0.0,0,0.0
mp-1003635,NaMn16O32,0.0,0,0.0
mp-769554,LiMgCr3(SO4)6,2.4161,0,2.0
mp-27809,Ba(GeP)2,0.5134000000000001,0,0.0
mp-763703,Li3CrO4,1.0166,0,1.0
mp-763897,Li6CoOF6,0.0,0,0.0
mp-11843,DyAl,0.0,0,0.0
mp-571595,CdI2,2.38,0,2.0
mp-22444,Ta4FeP,0.0,0,0.0
mp-1016845,ZrCdO3,0.0,0,0.0
mp-24822,Na5Al3H14,2.5843000000000003,0,3.0
mp-43134,NaNdTiNbO6F,2.786299999999999,0,3.0
mp-8234,BaTe3,0.812299999999999,0,0.0
mp-567789,InI3,2.2746,0,2.0
mp-28582,CsB3H8,5.9585,0,7.0
mp-571011,CsI4,1.7836,0,2.0
mp-721958,K4P4(H2O5)3,5.1963,0,6.0
mp-555812,NaSr3BiO6,1.7251,0,2.0
mp-763701,LiCrSiO4,2.0247,0,2.0
mp-28853,LaAuO3,1.797699999999999,0,2.0
mp-19591,Mn4SiO7,0.8957,0,1.0
mp-752636,LiSbO3,1.194499999999999,0,1.0
mp-510403,GdSb,0.0,0,0.0
mp-531238,Cd(GaO2)2,0.626799999999999,0,0.0
mp-647708,BiIr3(CO)9,2.5458,0,3.0
mp-32548,BiO2,0.0,0,0.0
mp-605878,La4MgRu,0.0,0,0.0
mp-18974,HoNiO3,0.0,0,0.0
mp-773619,V3Fe(PO4)6,1.168899999999999,0,1.0
mp-2672,K2O2,2.344699999999999,0,2.0
mp-30732,HoTlPd,0.0,0,0.0
mp-764628,Na(FeO2)2,0.0,0,0.0
mp-3208,ZrGeTe,0.0,0,0.0
mp-1019726,EuMg3SiN4,0.1589,0,0.0
mp-779057,Li2Fe2B2O7,2.1347,0,2.0
mp-10311,ZrVGe,0.0,0,0.0
mp-570723,La5Si5I3,0.0,0,0.0
mp-9509,K2PAuS4,1.559,0,1.0
mp-699467,B3H12CN4O,3.0203,0,3.0
mp-771805,Na2FeBAsO7,0.6268,0,0.0
mp-561313,Si2Ag6O7,0.3081,0,0.0
mp-626317,Ca(H8O5)2,3.4675,0,4.0
mp-761452,Li2Fe(Si2O5)3,0.2641,0,0.0
mp-5867,K3Nb8O21,0.0,0,0.0
mp-1029466,NaNiN,0.0,0,0.0
mp-767115,LiMn2O3F,1.1188,0,1.0
mp-773260,K2VPCO7,1.6536,0,2.0
mp-10857,Tm(BC)2,0.0,0,0.0
mp-541628,CsTeF5,4.6238,0,5.0
mp-639662,CrF5,1.3584,0,1.0
mp-31940,LiMnPO4,3.3678999999999992,0,4.0
mp-638270,Mn3O4,0.0,0,0.0
mp-22162,YbNiSn,0.0,0,0.0
mp-3895,Ho(SiRh)2,0.0,0,0.0
mp-778888,Li3MnV(PO4)3,0.0,0,0.0
mp-11270,MnBe2,0.0,0,0.0
mp-778824,Li4Cr(WO4)3,1.6962000000000002,0,2.0
mp-779936,Na4Fe2P(CO4)4,0.0,0,0.0
mp-773442,K2Li3MnO4,0.8517,0,1.0
mp-12309,Cs2NaAl3F12,6.9232000000000005,0,7.0
mp-11658,Cu2SnSe3,0.0,0,0.0
mp-766262,H20C3(N2O5)2,4.703699999999999,0,5.0
mp-765967,WOF4,4.874,0,5.0
mp-557029,PtS4N3Cl,1.503599999999999,0,1.0
mp-764460,Na5Fe11O16,0.8628,0,1.0
mp-764895,LiVF4,2.3275,0,2.0
mp-680334,LaSb(SBr)2,2.1022,0,2.0
mp-23171,PrBi,0.0,0,0.0
mp-627114,Si2H2O3,2.0746,0,2.0
mp-510007,KPuP2S7,0.0369,0,0.0
mp-542219,Li2ZrF6,6.0773,0,7.0
mp-783909,Li2MnSiO4,2.879099999999999,0,3.0
mp-865149,PaAlRu2,0.0,0,0.0
mp-761979,LiCoPO4,2.3118,0,2.0
mp-779248,Na2FeO3,0.6359,0,0.0
mp-558706,RbGa3S5,2.5212,0,3.0
mp-764724,Li4VO3F2,1.658499999999999,0,2.0
mp-981368,Zn2PdPt,0.0,0,0.0
mp-4703,Th(Al2Fe)4,0.0,0,0.0
mp-558609,Ce3Ta(ClO2)3,0.0,0,0.0
mp-766236,GdErO3,3.234,0,3.0
mp-771753,Li2Ti3MnO8,0.6227,0,0.0
mp-13975,Er2SeO2,2.1741,0,2.0
mp-866290,DySnRh2,0.0,0,0.0
mp-1013536,Sr3PN,0.0,0,0.0
mp-999086,TcN,0.0,0,0.0
mp-4735,TbCo9Si4,0.0,0,0.0
mp-2194,TiSe2,0.0,0,0.0
mp-866138,LuSbRu2,0.0,0,0.0
mp-17910,Nb5Ge3,0.0,0,0.0
mp-3933,Mg2PN3,3.5371,0,4.0
mp-867887,Sm2CuIr,0.0,0,0.0
mp-15059,GdSnF7,4.4455,0,5.0
mp-997109,PbAuO2,0.3727,0,0.0
mp-32495,Li3V3(PO4)4,1.8287,0,2.0
mp-1867,Ta2Ni,0.0,0,0.0
mp-505090,Na(CuO)2,0.0,0,0.0
mp-1004,Nb3Si,0.0,0,0.0
mp-556679,Na2Ca3Si3O10,4.3798,0,5.0
mp-973629,LuAlPd,0.0,0,0.0
mp-861269,Cd2PbO4,0.0,0,0.0
mp-1018635,ScPd3C,0.0,0,0.0
mp-776239,Zr2N2O,1.562799999999999,0,1.0
mp-1729,SmFe2,0.0,0,0.0
mp-570607,Dy5C2I9,0.663999999999999,0,0.0
mp-6094,Ca2MgSi2O7,4.467700000000001,0,5.0
mp-862746,Sr2LiTl,0.0,0,0.0
mp-569299,Be(BC)2,0.210899999999999,0,0.0
mp-696019,Na3P2H4O7,3.579899999999999,0,4.0
mp-765729,Co2O3F,0.0,0,0.0
mp-723419,Sb2S19F12,1.9711999999999992,0,2.0
mp-1887,MoP2,0.0,0,0.0
mp-684508,LiSb2(PO4)3,2.0471,0,2.0
mp-764984,FeOF,0.8653000000000001,0,1.0
mp-2059,NbAs,0.0,0,0.0
mp-5481,Na6CoS4,0.427,0,0.0
mp-763557,LiCoSiO4,1.3329,0,1.0
mp-23713,CaH2,3.028,0,3.0
mp-643756,EuMgH4,0.170599999999999,0,0.0
mp-972184,VPtO3,0.0,0,0.0
mp-767739,Li4FeNi3(PO4)4,3.0109,0,3.0
mp-770054,Li2FePCO7,2.105099999999999,0,2.0
mp-648164,Mn2Hg(CO)10,2.811,0,3.0
mp-764233,Na8CoO6,0.9511,0,1.0
mp-622199,KCuP2Se5,1.2294,0,1.0
mp-753711,Ca3(PO4)2,4.5074,0,5.0
mp-9179,Ba3Zr2S7,0.504999999999999,0,0.0
mp-10753,Er,0.0,0,0.0
mp-771640,BaSrI4,3.4688,0,4.0
mp-10653,SrTe,0.4752,0,0.0
mp-9791,Tl3AsS3,1.2156,0,1.0
mp-20400,Ce(GePt)2,0.0,0,0.0
mp-4632,Sr3(PO4)2,5.4064,0,6.0
mp-867210,LiCa2Hg,0.0,0,0.0
mp-754269,Nd3SbO7,2.7436000000000003,0,3.0
mp-720504,CaGa2Cu3(RuO6)2,0.0,0,0.0
mp-10993,ErCuAs2,0.0,0,0.0
mp-555556,SiO2,5.6138,0,6.0
mp-776849,Li4V3Sn3(SbO8)2,0.9329,0,1.0
mp-849472,Li5Co7O3F13,1.924,0,2.0
mp-863717,Pm2NiRu,0.0,0,0.0
mp-18867,Ba3W2O9,3.6729,0,4.0
mp-28719,Ba(AuF4)2,2.5324,0,3.0
mp-561118,ZnS,2.0338,0,2.0
mp-10444,Ca2Al2O5,3.563799999999999,0,4.0
mp-8606,BaSbPt,0.0,0,0.0
mp-17977,Fe12As5,0.0,0,0.0
mp-11703,KSbS2,1.5969,0,1.0
mp-762040,Na(WO3)10,0.0,0,0.0
mp-771661,Li3Cr(FeO3)2,1.706,0,2.0
mp-755792,LuGaO3,3.6376,0,4.0
mp-1018135,LiCdAs,0.0,0,0.0
mp-754266,Li8TiS6,1.0393,0,1.0
mp-557687,TlHCO2,3.4859,0,4.0
mp-977555,MgNbRh2,0.0,0,0.0
