mpid,formula,BG,fidelity,bg_category
mp-754587,K2Be2O3,4.663831999999999,3,4.0
mp-12594,TiIr,0.0,3,0.0
mp-19400,Sr2NiWO6,3.984592,3,3.0
mp-770601,Fe2HgO4,2.047736999999999,3,2.0
mp-25614,LiNiPO4,4.29274792,3,4.0
mp-983230,Ga3B,0.0,3,0.0
mp-1004528,CsB3PbF12,7.599944000000001,3,7.0
mp-30988,KBiO2,2.680378,3,2.0
mp-30965,NaClO2,2.430214,3,2.0
mp-755132,Zr3N2O3,4.163819,3,4.0
mp-4280,GaCuO2,2.34778909,3,2.0
mp-774153,CrSbO4,1.890868,3,1.0
mp-100,Hf,0.0,3,0.0
mp-638,SrZn5,0.0,3,0.0
mp-867141,ReOs3,0.0,3,0.0
mp-15862,GaMo4CS8,0.0,3,0.0
mp-767256,Li5Si2NiO8,2.315085,3,2.0
mp-9778,K2AgP,1.863558,3,1.0
mp-35687,Be(CN)2,7.51791,3,7.0
mp-28110,Rb2PtI6,1.398793,3,1.0
mp-19335,KCr3O8,2.721357,3,2.0
mp-546920,Li(CO)2,3.754588,3,3.0
mp-756293,La2HfO5,5.757568999999999,3,5.0
mp-975644,BeF2,0.8682679999999999,3,0.0
mp-11547,YTlPd,0.0,3,0.0
mp-541234,Cs2K4Fe2O5,2.358494,3,2.0
mp-754146,Rb3YO3,3.276286,3,3.0
mp-779083,Li2V3SnO8,0.833558999999999,3,0.0
mp-137,Ge,0.6781100000000001,3,0.0
mp-556506,MnCdF5,1.991906999999999,3,1.0
mp-1825,Cu2Sb,0.0,3,0.0
mp-961687,ZrSnPd,0.69449147,3,0.0
mp-24154,NbH2,0.0,3,0.0
mp-644739,LaGa6,0.0,3,0.0
mp-27587,Li8Pb3,0.0,3,0.0
mp-776185,LiFeF3,0.181287,3,0.0
mp-7558,TaGe2,0.0,3,0.0
mp-12952,HfGaAu,0.0,3,0.0
mp-555014,Rb2MnF5,2.539501,3,2.0
mp-25417,LiTiO2,0.0,3,0.0
mp-10209,Y3Al3NiGe2,0.0,3,0.0
mp-975364,RbCuO3,0.0,3,0.0
mp-11265,BaCaSn,0.697831,3,0.0
mp-775320,Li4V3O8,2.60219,3,2.0
mp-1345,CaP,1.049883,3,1.0
mp-10367,HfSbRh,0.0,3,0.0
mp-867263,ScCdHg2,0.0,3,0.0
mp-33569,Sr(LaSe2)2,2.549792,3,2.0
mp-16526,AlPt2,0.0,3,0.0
mp-770405,BaLaBr5,4.099059,3,4.0
mp-772395,LiV(OF)2,3.329463,3,3.0
mp-27684,Tl4O3,1.707309,3,1.0
mp-756654,SbOF,3.696496,3,3.0
mp-767226,LiMn2(PO4)2,1.011528,3,1.0
mp-1860,LaSi,0.0,3,0.0
mp-23157,Bi,0.0,3,0.0
mp-971779,ZnRh3,0.0,3,0.0
mp-12644,Ba2LuNbO6,4.136477,3,4.0
mp-11815,SrSbAu,0.0,3,0.0
mp-769647,VOF,3.764677,3,3.0
mp-446,Cr3Pt,0.0,3,0.0
mp-9731,RbAuSe,2.564019,3,2.0
mp-754,Te2Rh,0.0,3,0.0
mp-7684,Tl3AsSe3,1.378763,3,1.0
mp-756361,ZrSeO,2.952392,3,2.0
mp-978264,MgW3,0.0,3,0.0
mp-866833,CaSnS3,0.397769999999999,3,0.0
mp-770102,Li3Al2VO6,2.634276,3,2.0
mp-10636,SrSb2,0.175984,3,0.0
mp-752953,ZrTi2O,0.0,3,0.0
mp-19723,InAuO2,0.591142,3,0.0
mp-6919,ScSnAu,0.0,3,0.0
mp-9248,Cu2SiS3,2.690438999999999,3,2.0
mp-27017,LiSnPO4,4.540047449999999,3,4.0
mp-9225,ScSiPt,0.0,3,0.0
mp-973759,Lu2MgCd,0.0,3,0.0
mp-23195,Bi2O3,2.59920234,3,2.0
mp-11393,Nb3Ga2,0.0,3,0.0
mp-31658,Cr4(PO4)3,0.0,3,0.0
mp-11520,YNiSb,0.482216,3,0.0
mp-321,RhPb2,0.0,3,0.0
mp-736,Li3P,1.371439,3,1.0
mp-36066,PNO,6.642962,3,6.0
mp-2807,ScP,0.0,3,0.0
mp-4978,Ti2AlN,0.0,3,0.0
mp-556994,SiO2,6.953077,3,6.0
mp-772066,Li3Ti2NiO6,0.0,3,0.0
mp-18741,RbLiCrO4,4.278924,3,4.0
mp-974458,Re3F,0.0,3,0.0
mp-36843,Mn2NiO4,0.213226,3,0.0
mp-34611,ZnAgAs,0.0,3,0.0
mp-754614,LuNbO4,4.795995,3,4.0
mp-553342,CsBe2BO3F2,7.415056,3,7.0
mp-15951,BeF2,10.188844,3,7.0
mp-3771,MgTiO3,5.239655,3,5.0
mp-974974,RbMg,0.0,3,0.0
mp-13464,Ca(FeSb3)4,0.0,3,0.0
mp-12957,O2,2.182863,3,2.0
mp-772130,Li2Ti3NiO8,2.897599,3,2.0
mp-984351,CuAg3,0.0,3,0.0
mp-19407,MnWO4,2.971225,3,2.0
mp-3345,Cu3AsS4,0.711805,3,0.0
mp-20,Be,0.0,3,0.0
mp-18814,MnCO3,4.884755,3,4.0
mp-545999,AgSbO3,1.344087,3,1.0
mp-559146,La2MoO6,4.6501660000000005,3,4.0
mp-975467,Mn3Hg,0.0,3,0.0
mp-11358,TaCo3,0.0,3,0.0
mp-14018,K3As,0.593492,3,0.0
mp-556145,NaAsO2,4.776115,3,4.0
mp-14448,Ba2SiTe4,1.9001579999999991,3,1.0
mp-12417,Ba2CaReO6,0.2715829999999999,3,0.0
mp-753315,Mg3ZnO4,4.820659,3,4.0
mp-23737,KMgH3,3.520786,3,3.0
mp-28212,Nb4O5,0.0,3,0.0
mp-11397,Ga3Ni2,0.0,3,0.0
mp-556978,Na2S,3.109089999999999,3,3.0
mp-3970,K2TiF6,7.047157,3,7.0
mp-1052,NaAu2,0.0,3,0.0
mp-8922,Cd(SbO3)2,2.659812999999999,3,2.0
mp-971754,V2ReW,0.0,3,0.0
mp-28797,YHSe,2.33360984,3,2.0
mp-1009720,RhN,0.0,3,0.0
mp-31647,LiCrPO4,3.858852159999999,3,3.0
mp-550798,Li4CO4,4.020106,3,4.0
mp-556597,In3S4,0.0,3,0.0
mp-770001,Mn3CrO8,1.515732,3,1.0
mp-14285,CoP2,0.817205,3,0.0
mp-27422,CsBiF6,4.517306,3,4.0
mp-1008275,Cr3Ni,0.0,3,0.0
mp-32455,VP2O7,2.45256,3,2.0
mp-1252,ZrBe2,0.0,3,0.0
mp-31793,FeP2O7,0.129888999999999,3,0.0
mp-974586,Rb2MgH4,4.275518,3,4.0
mp-19251,RbLiCrO4,4.265614,3,4.0
mp-9752,Li2NbF6,0.0,3,0.0
mp-28011,Tl2Sn2S3,1.311198,3,1.0
mp-971704,ZnBO3,0.0,3,0.0
mp-557632,K2LiBO3,5.270268,3,5.0
mp-18864,Rb2WO4,5.814659000000001,3,5.0
mp-1513,Co9S8,0.0,3,0.0
mp-775620,CoOF,0.0,3,0.0
mp-755559,LiNbO3,4.900827,3,4.0
mp-11572,TaTc,0.0,3,0.0
mp-32469,V2(PO4)3,1.8849940399999991,3,1.0
mp-545735,Ba2NdRuO6,0.273773,3,0.0
mp-501,TaSe2,0.0,3,0.0
mp-551561,K4CO4,3.4834259999999992,3,3.0
mp-1864,LaP5,0.247807,3,0.0
mp-19239,Mg6MnO8,3.790585,3,3.0
mp-12549,BaAl9Ni2,0.0,3,0.0
mp-972868,SiAu3,0.0,3,0.0
mp-558382,Li2SO4,7.865743,3,7.0
mp-12743,CrTe4Au,0.099463,3,0.0
mp-449,Fe5Si3,0.0,3,0.0
mp-867795,ScNbTc2,0.0,3,0.0
mp-10469,NbSiPt,0.0,3,0.0
mp-11176,Ca3(SiIr)4,0.0,3,0.0
mp-8724,K2TeO3,4.928526,3,4.0
mp-11101,LuInRh,0.0,3,0.0
mp-7066,ScNiGe,0.0,3,0.0
mp-19879,PPd3,0.0,3,0.0
mp-18740,V2Cd2O7,3.835250999999999,3,3.0
mp-768068,Li2MnFe3O8,0.57064,3,0.0
mp-1084,ZrB12,0.0,3,0.0
mp-1397,Rb2Te,2.500753,3,2.0
mp-1768,LaOs2,0.0,3,0.0
mp-14226,Ba2YSbO6,0.0,3,0.0
mp-28768,Na4SnSe4,2.278049,3,2.0
mp-978489,SiPbO3,2.683869999999999,3,2.0
mp-867179,SrCdHg2,0.0,3,0.0
mp-557920,Zn3(PO4)2,5.257614849999999,3,5.0
mp-11693,TePt,0.0,3,0.0
mp-756354,SrSc2O4,4.391893,3,4.0
mp-9744,BaAsPd,0.0,3,0.0
mp-13520,Na2ZnGe,0.10073,3,0.0
mp-549589,LaZnAsO,1.230134,3,1.0
mp-976258,EuPtO3,0.0,3,0.0
mp-755053,Ga4SiO8,2.582888,3,2.0
mp-550008,ScBiO3,1.227304999999999,3,1.0
mp-504,CuS,0.0,3,0.0
mp-755769,ZrO2,5.778997,3,5.0
mp-19807,Co3(SnS)2,0.0,3,0.0
mp-559437,Zn(CO2)2,5.087986,3,5.0
mp-36395,La2CdS4,2.494952999999999,3,2.0
mp-755328,ZrSn2,0.0,3,0.0
mp-11869,HfSnPd,0.6215062,3,0.0
mp-542102,SrCoO3,0.0,3,0.0
mp-491,La3Se4,0.0,3,0.0
mp-972224,TaGeRh,0.0,3,0.0
mp-34688,TiO2,3.555411,3,3.0
mp-19107,LiMnVO4,3.083857,3,3.0
mp-676,CaN6,4.605931,3,4.0
mp-12760,Zr6Al2Co,0.0,3,0.0
mp-11661,Zr3N4,1.630110999999999,3,1.0
mp-557515,CrBiO3,2.741504,3,2.0
mp-2451,YAl3,0.0,3,0.0
mp-768907,Sr3TeO6,4.585872,3,4.0
mp-2534,GaAs,0.6344543300000001,3,0.0
mp-19438,LiMnO4,2.642896,3,2.0
mp-7359,BaAgAs,0.275082999999999,3,0.0
mp-983602,CdAg2Au,0.0,3,0.0
mp-754955,LuSiRu,0.0,3,0.0
mp-7285,HfNi3,0.0,3,0.0
mp-3307,BaSO4,5.694153,3,5.0
mp-867248,LaBi3,0.0,3,0.0
mp-10180,Li2SbPd,0.0,3,0.0
mp-24287,CrH,0.0,3,0.0
mp-4079,Sc3AlC,0.0,3,0.0
mp-14088,Rb2PdF6,4.228814,3,4.0
mp-549389,Li4CO4,7.849156,3,7.0
mp-977552,Be3Tc,0.0,3,0.0
mp-36940,Mg(CN)2,7.777934999999999,3,7.0
mp-753539,SbOF,4.311811,3,4.0
mp-2861,CaTl,0.0,3,0.0
mp-555037,TaS2,0.0,3,0.0
mp-19202,MgCr2O4,3.916266,3,3.0
mp-379,AgSe,0.0,3,0.0
mp-10908,AlRe,0.0,3,0.0
mp-3522,MgCuSb,0.0,3,0.0
mp-28861,CsC8,0.0,3,0.0
mp-557686,ZrVF6,3.363252,3,3.0
mp-867202,Sr,0.0,3,0.0
mp-5473,CaMgSi,0.297932,3,0.0
mp-9386,CsAu3Se2,3.237033,3,3.0
mp-15800,Ti3PO2,0.0,3,0.0
mp-28591,Na4HgP2,1.527089,3,1.0
mp-16246,CdSbAu,0.0,3,0.0
mp-4584,Tl3BO3,1.978455,3,1.0
mp-3525,Sb2Te2Se,0.411896,3,0.0
mp-753677,Li3BiS3,3.291492,3,3.0
mp-1013524,Ca3N2,0.6400520000000001,3,0.0
mp-2517,Ca2Si,0.6979960000000001,3,0.0
mp-978952,SnPbO3,2.131049,3,2.0
mp-978257,MgSn3,0.0,3,0.0
mp-1132,CdO,0.4567009999999999,3,0.0
mp-14398,CaSn(BO3)2,5.193893,3,5.0
mp-549207,Li4CO4,5.614613,3,5.0
mp-24420,H2Se,0.0,3,0.0
mp-983327,KH4O2F,6.784466,3,6.0
mp-977117,NaTeO3,0.0,3,0.0
mp-974337,RuPbO3,0.0,3,0.0
mp-6799,LiCa4(BN2)3,3.253308,3,3.0
mp-770391,Li2CrO2,2.268663,3,2.0
mp-13554,SnHgO3,0.6959259999999999,3,0.0
mp-37692,Li3RuO4,0.0,3,0.0
mp-13472,HfSiRh,0.0,3,0.0
mp-24723,TaH2,0.0,3,0.0
mp-774174,NaMn2O4,0.0,3,0.0
mp-27910,Bi2Te2S,0.987972,3,0.0
mp-754086,Li2CuS2,0.398239,3,0.0
mp-1008634,Au,0.0,3,0.0
mp-767168,Li3TiV3O8,1.960796,3,1.0
mp-559092,ScF3,8.625731,3,7.0
mp-4583,NbCo2Sn,0.0,3,0.0
mp-12262,CsBeF3,8.332812,3,7.0
mp-18903,Sr2CdWO6,4.485402,3,4.0
mp-769842,LiLa4FeO8,2.294366,3,2.0
mp-961659,TiSiPd,1.07095854,3,1.0
mp-755834,AgSnO3,0.26492,3,0.0
mp-680731,Tl2Te3,1.138431,3,1.0
mp-12867,SrSnO3,2.668729,3,2.0
mp-27891,Bi2SO2,1.189361,3,1.0
mp-1823,Ti3Al,0.0,3,0.0
mp-31628,CrReO4,0.6459389999999999,3,0.0
mp-4499,MgAlSi,0.0,3,0.0
mp-767644,LiV(PO4)2,1.546492,3,1.0
mp-31209,Ca(BeGe)2,0.0,3,0.0
mp-559044,CuCSN,3.344122,3,3.0
mp-94,Cd,0.0,3,0.0
mp-2,Pd,0.0,3,0.0
mp-10746,Mg2Cu3Si,0.0,3,0.0
mp-13053,SrSi,0.0,3,0.0
mp-778241,Li2V3F8,2.9129810000000003,3,2.0
mp-556605,ZrO2,5.369616,3,5.0
mp-973983,NiPd3,0.0,3,0.0
mp-19331,MnNiO3,2.455501,3,2.0
mp-19917,ZrSiTe,0.0,3,0.0
mp-9122,CaP3,0.267399999999999,3,0.0
mp-975322,RbFeO3,0.0,3,0.0
mp-672389,MnTe,0.205667,3,0.0
mp-19137,K2Mn(SeO3)2,4.740342,3,4.0
mp-31942,MnPO4,2.18706634,3,2.0
mp-7564,Nb3Te4,0.0,3,0.0
mp-4652,MnRh2Pb,0.0,3,0.0
mp-976582,HfSb3,0.0,3,0.0
mp-771735,TaFeO4,3.002319,3,3.0
mp-5042,YTiGe,0.0,3,0.0
mp-1555,V3Sb,0.0,3,0.0
mp-35746,Sr(YS2)2,3.176632,3,3.0
mp-19039,CdMoO4,3.5259270000000003,3,3.0
mp-19313,Zn(FeO2)2,2.388127,3,2.0
mp-18992,Ba2MnTeO6,1.683479,3,1.0
mp-712,YCu,0.0,3,0.0
mp-976271,KTi2F7,0.0,3,0.0
mp-752546,LiTi4O8,0.0,3,0.0
mp-19417,TiFeO3,2.079889,3,2.0
mp-773253,Li2MnSnO4,1.792284,3,1.0
mp-557382,Ba2ZnWO6,4.321161,3,4.0
mp-27848,TiIN,0.627661,3,0.0
mp-1646,Li3Hg,0.0,3,0.0
mp-775729,Li4V3CrO8,2.616901,3,2.0
mp-6782,Li2ZrTeO6,4.332635,3,4.0
mp-16756,Ta3Ga2,0.0,3,0.0
mp-1399,AlAu,0.0,3,0.0
mp-33618,AgBiSe2,0.148677,3,0.0
mp-12684,LaAl,0.0,3,0.0
mp-1009648,PtC,0.0,3,0.0
mp-4782,CaSnF6,7.326726,3,7.0
mp-27413,Mo8P5,0.0,3,0.0
mp-19821,Cr2GeC,0.0,3,0.0
mp-25559,MnVO4,0.971383,3,0.0
mp-13250,LaSnPt,0.0,3,0.0
mp-31899,Ba2MnReO6,0.0,3,0.0
mp-772723,LiCrSnO4,3.228313,3,3.0
mp-776039,NaMnBO3,3.685679999999999,3,3.0
mp-754165,ScGaO3,4.183926,3,4.0
mp-20192,HfMnSi,0.0,3,0.0
mp-755021,ReO3,0.0,3,0.0
mp-4453,TlNO2,1.769396,3,1.0
mp-776,LaCd,0.0,3,0.0
mp-705439,CuO2,0.3081609999999999,3,0.0
mp-8925,TlAg3Te2,0.0,3,0.0
mp-706269,MgNb5O9,0.034144,3,0.0
mp-25092,Ni2As2O7,3.624260999999999,3,3.0
mp-10086,YSF,2.302263,3,2.0
mp-977997,ZnMo3,0.0,3,0.0
mp-975179,RbTlO3,0.0,3,0.0
mp-3216,Li2ZrN2,2.66763,3,2.0
mp-769934,Na2Mn2O3,0.813102999999999,3,0.0
mp-3363,Sc2Ni2Sn,0.0,3,0.0
mp-9587,TaMoN,0.0,3,0.0
mp-18828,TlFeO2,1.463175,3,1.0
mp-755358,LuAlO3,4.964974,3,4.0
mp-6813,KCa10(PO4)7,6.86210369,3,6.0
mp-38194,YOF,7.351824,3,7.0
mp-773287,Li3V2CoO6,0.0,3,0.0
mp-778695,Li3Co3NiO8,0.025206,3,0.0
mp-769990,Li2TiCrO4,1.171244999999999,3,1.0
mp-15643,SrMgGe,0.532902,3,0.0
mp-550,Al12Mo,0.0,3,0.0
mp-5470,AgPS3,2.462072,3,2.0
mp-756951,LiSbO3,3.665837,3,3.0
mp-4590,Mg(GaO2)2,4.388488,3,4.0
mp-755082,Sr3(AsO4)2,5.475272,3,5.0
mp-1432,Be2B,0.0,3,0.0
mp-18807,V2Zn2O7,3.626153999999999,3,3.0
mp-776651,Mn3NiO4,1.116464,3,1.0
mp-18971,Mn(PtO2)3,1.073489,3,1.0
mp-1012640,CrFeCoNi,0.0,3,0.0
mp-2533,NbO2,0.0,3,0.0
mp-541,Ta3Sb,0.0,3,0.0
mp-19148,K2Mn2O3,1.399525,3,1.0
mp-973572,La2TlHg,0.0,3,0.0
mp-10627,SrS,2.849057,3,2.0
mp-28878,RbTe6,0.0,3,0.0
mp-4531,NaNO3,4.942277,3,4.0
mp-34563,Mn2CuO4,0.4710169999999999,3,0.0
mp-19021,BaCo2(PO4)2,3.49367999,3,3.0
mp-19142,Mn2V2O7,2.098485,3,2.0
mp-6228,Na2TiGeO5,5.178719999999999,3,5.0
mp-773348,Li4Y3VO8,2.8361419999999993,3,2.0
mp-11755,Lu6Sb2Mo,0.0,3,0.0
mp-773308,Li2MnCrO4,0.0,3,0.0
mp-775777,LiFeF4,4.08061,3,4.0
mp-7176,RbLaSe2,2.86617862,3,2.0
mp-758052,LiCuF3,0.0,3,0.0
mp-769887,NbVO5,2.966739,3,2.0
mp-13275,NaSrP,1.946999,3,1.0
mp-19442,Mn(Ni3O4)2,2.38793,3,2.0
mp-556163,Zn2SiO4,2.984757,3,2.0
mp-11280,TiBe12,0.0,3,0.0
mp-11359,Ga2Cu,0.0,3,0.0
mp-776054,Li2MnCuO4,1.103373,3,1.0
mp-13703,Al4CO4,4.9741,3,4.0
mp-20195,LaMnGe,0.0,3,0.0
mp-9250,RbLiSe,3.133701,3,3.0
mp-5538,YSnPd2,0.0,3,0.0
mp-12947,LaMgCu2,0.0,3,0.0
mp-559374,TiS3,0.0,3,0.0
mp-10845,Te2Ir,0.0,3,0.0
mp-984699,BaSr3,0.0,3,0.0
mp-13954,Rb2GeF6,7.930043,3,7.0
mp-31473,K2Hg7,0.0,3,0.0
mp-8732,Ta2Se,0.0,3,0.0
mp-561013,Ga2PbO4,4.401829,3,4.0
mp-32669,Ag2S,2.186774,3,2.0
mp-944,AlB2,0.0,3,0.0
mp-1702,LaRh2,0.0,3,0.0
mp-31624,Sr2TaCrO6,3.757745,3,3.0
mp-867225,LaCdAg2,0.0,3,0.0
mp-3481,KSnAs,0.637532,3,0.0
mp-755413,Na2O,2.295648,3,2.0
mp-978992,SnH4,0.0,3,0.0
mp-11512,LiAl2Ir,0.0,3,0.0
mp-13820,Cd3SiO5,2.168136,3,2.0
mp-774873,NbS2,0.0,3,0.0
mp-776532,HfO2,5.641725,3,5.0
mp-973629,LuAlPd,0.0,3,0.0
mp-767174,Li3MnOF4,2.555918,3,2.0
mp-553961,ScNbO4,4.899807,3,4.0
mp-3474,LaCuO3,0.0,3,0.0
mp-945184,YCuTe2,1.008001999999999,3,1.0
mp-1315,MgS,3.98818089,3,3.0
mp-11584,Lu8Te,0.0,3,0.0
mp-757098,Li2Fe2S3,0.1857629999999999,3,0.0
mp-553248,CsLaNb2O7,2.855746,3,2.0
mp-558378,Pd3S,0.0,3,0.0
mp-4697,Zn(CrSe2)2,1.051944,3,1.0
mp-2695,Sb2Os,0.845467,3,0.0
mp-973615,LuSb3,0.0,3,0.0
mp-23675,H4BrN,5.430322,3,5.0
mp-32010,Mn4(PO4)3,0.0,3,0.0
mp-23450,RbIO4,4.280814,3,4.0
mp-23966,MgH2SeO5,5.258914,3,5.0
mp-10008,Ca7Ge,0.0,3,0.0
mp-975359,Rb(FeAs)2,0.0,3,0.0
mp-984051,CsGeO3,0.0,3,0.0
mp-9845,RbCaAs,1.842503,3,1.0
mp-8703,Na3SbSe4,1.744364,3,1.0
mp-25557,MnAsH2O5,2.732161999999999,3,2.0
mp-767042,Li5MnO3F2,3.069293999999999,3,3.0
mp-766862,Li2VF6,3.113337,3,3.0
mp-553025,CaBiClO2,3.621762999999999,3,3.0
mp-555599,CuS,0.0,3,0.0
mp-776827,LiFeF4,4.639555,3,4.0
mp-1672,CaS,3.455387,3,3.0
mp-754629,WN2,1.953028,3,1.0
mp-11713,SiC,2.799897,3,2.0
mp-31906,MnReO4,0.247892999999999,3,0.0
mp-16236,KAgSe,1.297359,3,1.0
mp-879,La3Te4,0.0,3,0.0
mp-557296,Sr2MnSbO6,0.784862,3,0.0
mp-24237,ScH2,0.0,3,0.0
mp-38394,Ba(AlTe2)2,2.957489,3,2.0
mp-976592,K3Ag,0.0,3,0.0
mp-402,CdP2,2.175579,3,2.0
mp-24913,CrPbO3,0.0,3,0.0
mp-19959,LuTiGe,0.0,3,0.0
mp-776204,LiV3O4,0.367368,3,0.0
mp-2354,Ti3Hg,0.0,3,0.0
mp-3747,Ti3AlC2,0.0,3,0.0
mp-9575,LiBeSb,1.798548,3,1.0
mp-182,SrGa2,0.0,3,0.0
mp-557719,PbS,2.492292,3,2.0
mp-2379,CoSi2,0.0,3,0.0
mp-10628,TaS,0.0,3,0.0
mp-13160,YZnGe,0.0,3,0.0
mp-635,ScRh3,0.0,3,0.0
mp-1784,CsF,6.983200249999999,3,6.0
mp-755313,Sc2O3,5.958373,3,5.0
mp-23918,NaGaH4,5.695292,3,5.0
mp-11365,Ti3Cu,0.0,3,0.0
mp-774332,Na2Co2O3,1.755917999999999,3,1.0
mp-973170,ScCdAu2,0.0,3,0.0
mp-16766,LaAl2Ag3,0.0,3,0.0
mp-15056,NaZr2TiF11,0.902291,3,0.0
mp-981393,Lu2HgAu,0.0,3,0.0
mp-556646,RbFeF4,3.542084,3,3.0
mp-14970,BaLaCuBO5,0.0,3,0.0
mp-972175,Zn3In,0.0,3,0.0
mp-12170,La2SnS5,0.0,3,0.0
mp-558762,KSnS2,0.0,3,0.0
mp-924130,TiNiSn,0.597766,3,0.0
mp-11870,Hg2Rh,0.0,3,0.0
mp-543024,Cs2Pd(IBr2)2,1.411727,3,1.0
mp-550925,NaScAs2O7,5.155437,3,5.0
mp-20237,CoNiSn,0.0,3,0.0
mp-707727,H2C2N2O,5.433653,3,5.0
mp-19768,NiAsRh,0.0,3,0.0
mp-772521,Li8TiO6,5.761592,3,5.0
mp-767077,Li5Fe(SiO4)2,3.726357,3,3.0
mp-24972,Fe2O3,2.205415,3,2.0
mp-770245,LiCrNiO4,0.603584,3,0.0
mp-975140,RbZn4P3,0.792828,3,0.0
mp-974511,ReSbO3,0.0,3,0.0
mp-738,Sb2Au,0.0,3,0.0
mp-18761,K3V3O8,2.61922,3,2.0
mp-973123,ScPdO3,0.0,3,0.0
mp-24967,Fe2TeO6,2.231093,3,2.0
mp-23548,AgBiO3,0.0,3,0.0
mp-2696,MgAg,0.0,3,0.0
mp-11977,LiSnAu,0.0,3,0.0
mp-15141,NaZr2ZnF11,8.149616,3,7.0
mp-977164,Li3H3N2,3.227171,3,3.0
mp-978568,Si3MoPt2,0.0,3,0.0
mp-557376,S,3.221677,3,3.0
mp-2019,LaRu2,0.0,3,0.0
mp-10519,Cu2SnS3,0.466906,3,0.0
mp-139,Sr,0.0,3,0.0
mp-752927,LiAgF2,3.420537,3,3.0
mp-753216,LiAg2F4,0.0,3,0.0
mp-753209,LiAgF4,0.590372,3,0.0
mp-1153,Li2S,4.43259282,3,4.0
mp-87,Be,0.0,3,0.0
mp-985594,NaAg(CO2)2,4.37216,3,4.0
mp-556242,YF3,7.73689,3,7.0
mp-972916,MgCu,0.0,3,0.0
mp-778565,Li2AlFeO4,4.388815,3,4.0
mp-9063,RbSe,1.820511,3,1.0
mp-1124,MgZn2,0.0,3,0.0
mp-2347,NiAs,0.0,3,0.0
mp-6951,RbCdF3,4.8603570000000005,3,4.0
mp-2553,HfBe2,0.0,3,0.0
mp-1364,YNi,0.0,3,0.0
mp-23217,Bi2Rh,0.0,3,0.0
mp-11473,TlHg,0.0,3,0.0
mp-34210,Al2ZnO4,4.800636,3,4.0
mp-24948,RbFe(SeO4)2,3.393344,3,3.0
mp-11276,BeRh,0.0,3,0.0
mp-13364,CaZn2,0.0,3,0.0
mp-18788,CrCoO4,2.251871999999999,3,2.0
mp-5019,YCo3B2,0.0,3,0.0
mp-774070,Li3Si2(NiO4)2,1.626223,3,1.0
