mpid,formula,BG,FE,e_hull
mp-753823,CeTh3O8,1.78,-4.271233467500001,0.00517020083333
mp-3269,NaTh2F9,6.2533,-4.270398324225833,0.0061562268750003
mp-676629,Sm2Th8O19,2.8412,-4.270210400301723,0.0291461013362042
mp-17906,PrF3,5.4589,-4.2688169321425,0.1638774612499993
mp-18074,NdF3,5.450200000000001,-4.267778448600833,0.1726257070833341
mp-8111,LaOF,4.2344,-4.267109014146667,0.0052693583333329
mp-777978,BaYF5,6.6784,-4.2664585720999995,0.0974196712500035
mp-676459,Ca2LaF7,5.8738,-4.264006981333,0.0830694141666672
mp-753793,Ba2YF7,6.8971,-4.263003670083,0.0484723184999999
mp-676264,YTh9O20,0.0,-4.26184958125,0.0186969689791638
mp-676552,Nd2Th8O19,2.7912,-4.260200727198275,0.025347895948272
mp-18690,SmF3,5.4407,-4.2595640661008325,0.208833744166669
mp-676564,NdTh9O20,0.0,-4.25760458875,0.0071674561874974
mp-768369,Ba2YF7,6.2373,-4.2558554938330015,0.0556204947500003
mp-778086,Ba3Y2F12,6.4213000000000005,-4.254859057310589,0.0795736885294111
mp-981,SrF2,6.7493,-4.252951134126667,0.0
mp-18506,SmZrF7,6.050800000000001,-4.2513970773144445,0.0
mp-556242,YF3,5.617299999999999,-4.250088501934166,0.2003153352083337
mp-27925,KEr2F7,6.9713,-4.249820721582998,0.0001178808749999
mp-3637,YOF,4.9285,-4.249713323313332,0.0
mp-7305,SmZrF7,5.8965,-4.249058562869999,0.0023385144444443
mp-31030,KHo2F7,6.916099999999999,-4.243493352332998,0.0
mp-778387,Ba5Y3F19,6.4176,-4.241295237781851,0.0846350053703703
mp-10219,YOF,4.947599999999999,-4.2405329883133325,0.0091803350000017
mp-675834,La3O2F5,3.5752,-4.239582380845,0.1280657156666667
mp-2741,CaF2,7.118,-4.238092204126667,0.0
mp-676002,Ba2PrF7,6.2167,-4.237099130333,0.0448112455000018
mp-778377,Ba5Y3F19,6.0969,-4.236909367967037,0.0890208751851844
mp-675758,Sr2LaF7,4.8865,-4.2352812018330015,0.1207105516666686
mp-752798,CeTh2O6,1.835099999999999,-4.234122286388889,0.0054669088888879
mp-757205,Y2Th5O13,2.7174,-4.2310376060624995,0.0562502239999975
mp-756142,La2Th5O13,2.4128,-4.230193022312503,0.0313828264999962
mp-720432,Na2Ca9NdY5HoF41,6.1081,-4.222346992013391,0.0393553335875731
mp-9488,SmOF,4.6648,-4.220855821646667,0.0
mp-676893,Ca4ThF12,5.5383000000000004,-4.218094221428236,0.1036955528431367
mp-35555,LaOF,4.7503,-4.209858749146667,0.0625196233333333
mp-777258,Ba3YF9,6.227799999999999,-4.2086566587084615,0.0727989549999978
mp-753721,GdOF,3.3035,-4.207433577480001,0.0
mp-675426,Ba3PrF9,5.8738,-4.2043949373623075,0.0543178973076949
mp-29062,ThZr2F12,5.4973,-4.199611939285334,0.0
mp-676605,Y6O5F8,5.0318,-4.197947313724737,0.0940166440789465
mp-754349,GdOF,3.1398,-4.195850080813333,0.0115834966666668
mp-38194,YOF,5.6328000000000005,-4.192831516646666,0.0568818066666665
mp-766570,Ce3Th4O14,1.8083999999999991,-4.1911450275,0.0063704842857124
mp-10464,CaF2,7.4573,-4.185924405793334,0.0521677983333326
mp-675896,Ca2NdF7,5.2616,-4.184640890416334,0.1343760943333336
mp-36526,AcOF,4.256600000000001,-4.183344208313334,0.0
mp-5900,Ba2ZrF8,5.9374,-4.1825986142745455,0.0
mp-1029,BaF2,6.5953,-4.18138769746,0.0
mp-29085,Sr5Zr3F22,5.3637999999999995,-4.180150062372666,0.0
mp-673801,Ca3NdF9,6.1386,-4.177992680631538,0.1223493547435907
mp-5634,NdOF,4.5028,-4.177859281646668,0.0
mp-675846,Ca5ThF14,4.84,-4.176501645833001,0.1327334929166657
mp-22070,CeF3,0.002699999999999,-4.174294026309167,0.1469904162499995
mp-554610,PrZr2F11,5.7572,-4.171601991292143,0.0
mp-673677,La2Th3O9,3.0638,-4.16620034580357,0.0416878292857134
mp-37381,SmOF,5.4397,-4.16474383998,0.0561119816666746
mp-37014,GdPaO4,2.3198,-4.1605417816666685,0.0
mp-36734,CeThO4,1.6536,-4.159030469166666,0.0069297799999983
mp-8232,BaZrF6,6.2669,-4.1512544421425,0.0
mp-31033,HfF4,5.402,-4.1502561232853346,0.0
mp-769173,PrOF,4.437099999999999,-4.149095124146667,0.0
mp-556738,BaZrF6,6.3261,-4.1484440633925015,0.0028103787499995
mp-675813,Sm2Th3O9,2.8338,-4.147419801160715,0.0581967870535695
mp-4661,ScOF,4.475899999999999,-4.144176054979998,0.0
mp-756428,LaTh4O10,0.0,-4.1439418581666665,0.0131628339583329
mp-865194,TmF3,5.3727,-4.143477059642501,0.0
mp-531792,LuZr3F15,5.5183,-4.1427890160710525,0.0
mp-779592,GdOF,3.2384,-4.1411449808133325,0.0662885966666664
mp-675778,NaY2F7,7.0565,-4.1410353383329985,0.033402148250003
mp-555585,BaF2,6.8574,-4.14083936746,0.04054833
mp-29978,Sr5Al2F16,6.9343,-4.139045273436522,0.0
mp-772510,YTh4O10,0.0,-4.138653966333332,0.0355920466250001
mp-1427,Lu2O3,4.0206,-4.138510385500001,0.0
mp-752473,SmTh4O10,0.0,-4.136365133666667,0.0196794845833334
mp-530429,YZr3F15,5.5173,-4.134260339360527,0.0
mp-676867,Ca2HoF7,3.2502,-4.131750562499667,0.2062265170833361
mp-972965,GdF3,2.864999999999999,-4.1293460721425,0.0
mp-28781,PrZr3F15,5.7627000000000015,-4.128166045939474,0.0045710293421077
mp-686050,CePaO4,0.0,-4.127940548333332,0.0
mp-530217,PrZr3F15,5.467700000000001,-4.125495254097369,0.0072418211842117
mp-555507,Sr10Al2ClF25,6.4233,-4.124717812447633,0.0074925178947369
mp-530695,GdZr3F15,4.4567,-4.123140419360527,0.0
mp-35208,NdOF,5.2617,-4.122477561646668,0.0553817200000015
mp-18065,BaCaAlF7,7.003,-4.120526525833,0.0
mp-34042,KY3F10,5.9967000000000015,-4.118677485671428,0.1687357892857139
mp-556863,Ba3AlF9,6.5801,-4.117863297554615,0.0058515537500012
mp-676023,NaY3F10,5.5671,-4.117530427099998,0.1357545882142847
mp-754149,GdOF,3.2028,-4.116313629146666,0.0911199483333327
mp-505400,BaZr2F10,5.7615,-4.115726021684615,0.0
mp-676801,K7Th6F31,5.8527000000000005,-4.1142678273156825,0.0
mp-1767,Tm2O3,3.9787,-4.108017971000001,0.0
mp-676653,Lu4Hf3O12,4.5947000000000005,-4.106602180263158,0.0
mp-29221,Ca2AlF7,7.1413,-4.1060421248329995,0.0026358960000054
mp-555438,Ba3AlF9,6.4405,-4.104505417939231,0.0192094333653853
mp-753156,La2Th2O7,2.9227,-4.101833737159091,0.0572474618181804
mp-4662,ScOF,4.5928,-4.095802245813334,0.0483738091666641
mp-36033,PrOF,5.163699999999999,-4.094488282480001,0.0546068416666658
mp-755074,CeOF,0.0,-4.093721720813334,0.0
mp-504731,EuF2,0.0,-4.0931258657933345,0.0
mp-755007,CeOF,0.0,-4.092360359146667,0.0013613616666674
mp-753555,Ce3Th2O9,0.0,-4.082725340803571,0.0238042507738232
mp-556477,Lu2O3,4.2763,-4.081793800750002,0.0567165847499993
mp-542001,CeF4,2.099999999999999,-4.081785165618667,0.0
mp-20402,Lu6UO12,1.9482000000000002,-4.080385218157897,0.0
mp-28439,KSc2F7,5.706099999999999,-4.080074738333002,0.0082274527500016
mp-1019258,SrF2,5.9356,-4.078976669126667,0.1739744650000272
mp-679,Er2O3,3.9629,-4.0735836415,0.0
mp-558769,Na3Li4Th6F31,6.3088,-4.0723184750429535,0.0050225573295472
mp-759386,Ce2Th2O7,0.0,-4.0686829135227285,0.0408065584090859
mp-759638,Y5Tm11O24,4.047700000000001,-4.068156409312501,0.0025465887968749
mp-4376,BaAlF5,7.2832,-4.064777319421428,0.0
mp-16557,SrAlF5,7.2457,-4.064563695314285,0.0
mp-540862,Ba2CaMgAl2F14,7.1836,-4.062709156333002,0.0
mp-686701,Nd3O2F5,3.947899999999999,-4.060572147595002,0.2223050836666678
mp-989178,ScOF,4.3361,-4.0603809391466665,0.0837951158333325
mp-3700,LiYF4,7.8341,-4.059907227876667,0.0
mp-555144,BaAlF5,7.083500000000001,-4.059768360671429,0.0050089587500004
mp-12533,La2Hf2O7,4.232799999999999,-4.057773820340909,0.0
mp-556253,Tm2O3,4.1691,-4.056681011416665,0.0513369595833364
mp-560030,CaF2,6.2478,-4.0554809557933345,0.1826112483333322
mp-8836,CaAlF5,7.1524,-4.053214799421428,0.0
mp-753772,Nd4O3F7,0.0,-4.052046990505715,0.0891222628125003
mp-812,Ho2O3,3.945799999999999,-4.05202091525,0.0
mp-555846,BaAlF5,7.199400000000001,-4.0515896494214285,0.0131876699999997
mp-676227,Nd2Th2O7,2.6771,-4.051304356704546,0.0684831429545447
mp-16795,CaAlF5,7.1355,-4.049970624778571,0.0032441746428579
mp-2364,PaO2,0.0,-4.0481075975,0.0
mp-676779,NaHo2F7,5.834799999999999,-4.0469243068330005,0.1583084667500021
mp-13068,Lu2O3,4.0808,-4.04568851475,0.0928218707500008
mp-766256,YTmO3,4.0595,-4.0455153575,0.0027986568749973
mp-8644,BaF2,5.9306,-4.04408357246,0.137304125
mp-3941,LiYF4,7.3177,-4.040819637876666,0.0190875900000069
mp-13840,Ho3ScO6,4.423400000000001,-4.0404151652500016,0.0
mp-352,HfO2,4.0165,-4.039194866666667,0.0
mp-3611,Dy2Hf2O7,3.2266999999999992,-4.033760024280304,0.0007984481818148
mp-554082,Ho2Hf2O7,3.1157,-4.030981247613639,0.0140436411363609
mp-775757,HfO2,4.016500000000001,-4.029636046666666,0.0095588199999969
mp-766123,Ce4ThO10,1.841599999999999,-4.029033607833332,0.0043945383333312
mp-2345,Dy2O3,3.9251,-4.028994799416667,0.0
mp-561022,SrMgF4,6.6872,-4.028309953571112,0.0217824938888888
mp-557890,Er2Hf2O7,3.000099999999999,-4.028037453068183,0.0267886748863546
mp-13067,Tm2O3,4.146,-4.02704221675,0.0809757542499998
mp-758033,Y13Ho19O48,4.0174,-4.02635820596875,0.0
mp-28726,KYF4,6.9097,-4.025894746487778,0.0
mp-760382,ThUO4,0.0,-4.025706922499999,0.0547084600000005
mp-2460,Er2O3,4.1066,-4.025224778083335,0.0483588634166665
mp-774100,Dy29Y3O48,3.9604999999999992,-4.025135747385416,0.0001460452124995
mp-561384,ZrF4,4.8934,-4.023915310452,0.0
mp-766009,Y11Tm5O24,4.0603,-4.0236186191875,0.002306411453123
mp-772180,LuScO3,3.0863,-4.021138917749998,0.0401479937500006
mp-558597,NaLiY2F8,7.302799999999999,-4.0203289462099985,0.0048546275000065
mp-674459,NaErF4,6.8659,-4.018637714126666,0.0
mp-675798,NaHoF4,6.8743,-4.016851694126667,0.0
mp-34976,CeOF,0.0,-4.0167941591466665,0.0769275616666682
mp-561442,Y2Hf2O7,3.3374,-4.016144063977274,5.7707727270539515e-05
mp-35249,Sm2Hf2O7,3.7211,-4.016045603068182,0.0
mp-1858,HfO2,4.2272,-4.015082797916667,0.0241120687499982
mp-753456,Ce4ThO9,0.0,-4.014565718660712,0.019840005714343
mp-776532,HfO2,3.902499999999999,-4.014358577499999,0.0248362891666644
mp-17697,KSmF4,7.1568,-4.013934107876667,0.0
mp-675109,Y5O4F7,4.4956,-4.013832293489375,0.2860536582812463
mp-770472,HoLuO3,4.586699999999999,-4.01286584825,0.0823998021249998
mp-776097,HfO2,4.1383,-4.011200894722223,0.0279939719444417
mp-685097,HfO2,4.4133000000000004,-4.0106552041666665,0.0285396624999965
mp-14568,BaMgF4,6.800499999999999,-4.010526376626667,0.0037843524999985
mp-766258,Y13Tm3O24,3.990999999999999,-4.009519967562501,0.0014790739218728
mp-756469,DyLuO3,4.6339999999999995,-4.0084731730833365,0.0752794193749988
mp-561256,Ba2TiOF6,3.8913,-4.0083939350056665,0.0104867735000064
mp-755537,Y2HfO5,4.2471,-4.006884687031249,0.0006946740624993
mp-673696,Lu4Zr3O12,4.2011,-4.006869823947369,0.0
mp-558336,Ho2O3,4.0554,-4.006487899416667,0.0455330158333318
mp-752458,Dy3Y5O12,4.0051,-4.004241420625,0.0
mp-754145,TbLuO3,4.6811,-4.003987202416669,0.0662521384999976
mp-766267,Y7TmO12,4.062,-4.002403749375001,0.0011322975312477
mp-772823,Y2HfO5,3.8596,-4.002367377656249,0.0052119834374995
mp-1056,Tb2O3,3.9006,-4.001968296333334,0.0
mp-22220,LaLuO3,4.4525000000000015,-4.0019181157500014,0.0102181433750008
mp-765476,Y13Ho3O24,4.0041,-3.9999268789375018,0.0006036466710508
mp-555845,BaLiZr2F11,5.7451,-3.9993991358726655,0.0011824736667085
mp-13066,Er2O3,4.1922,-3.99927158075,0.0743120607500014
mp-757197,DyY3O6,4.0215,-3.999025730166666,5.2361666682543265e-06
mp-23547,Ba7(ClF6)2,6.0482,-3.998411620514286,0.0180023585714312
mp-554355,CaF2,5.1324,-3.9976175407933336,0.2404746633333321
mp-776593,LuScO3,4.4786,-3.99753888225,0.0637480292500001
mp-8291,BaTiF6,4.316000000000001,-3.9969395779758337,0.0
mp-677391,Tm4Zr3O12,4.164999999999999,-3.996787600526317,0.0
mp-555865,Na2Sr7Al6F34,6.9463,-3.996749379193061,0.0004262014455731
mp-762307,Y7HoO12,4.0494,-3.996467062625,8.997369736718497e-05
mp-757001,Y15TmO24,4.0577,-3.9953758314374985,0.0006972208906237
mp-18040,KPrF4,7.1314,-3.99504698871,0.0
mp-766090,Hf3Sc4O12,4.190799999999999,-3.9940365210526334,0.016141803947363
mp-766292,DyY7O12,4.0298,-3.9938039344583336,1.657758333273307e-05
mp-531956,Hf3Sc4O12,4.1098,-3.993723804210525,0.0164545207894715
mp-15316,SrMgF4,6.232299999999999,-3.993402063293333,0.0566903841666661
mp-18549,Ba6Mg7F26,6.8161000000000005,-3.9926794166907698,0.0087792379487154
mp-754226,YLuO3,3.3369,-3.99072565425,0.0728345673749988
mp-34081,NaYF4,6.936,-3.9904599195433335,0.0
mp-780387,YbHfO3,4.5175,-3.99017630275,0.0
mp-2652,Y2O3,4.0531,-3.98861005775,0.0
mp-675161,NaYF4,7.206200000000001,-3.9873567512099983,0.0031031683333333
mp-17256,Rb2Hf3OF12,6.2789,-3.986816142251666,0.0
mp-27698,Y6UO12,1.948599999999999,-3.9867522815789456,0.0
mp-676816,La2PbF8,5.3332,-3.9862894381381815,0.0307036630303034
mp-561234,BaNaZr2F11,5.699199999999999,-3.9860638275393336,0.0004313200000414
mp-555574,Dy2O3,3.997499999999999,-3.986012629416666,0.0429821700000001
mp-10103,LiYbAlF6,7.689999999999999,-3.985118325793334,0.0
mp-31121,HoScO3,4.4724,-3.98491214125,0.0367191147500012
mp-1018721,HfO2,4.6682000000000015,-3.9845278691666657,0.0546669974999982
mp-13065,Ho2O3,4.2394,-3.984080310750002,0.0679406044999986
mp-216,Sc2O3,3.8235,-3.9840634375000006,0.0
mp-766236,GdErO3,3.234,-3.983555588,0.0062607186250005
mvc-14834,CaTiF6,4.675599999999999,-3.983133729225834,0.0088185962499993
mp-757791,SmY15O24,4.0144,-3.98098469825,0.0007998364843739
mp-768234,La2HfO5,4.0116,-3.9809219910937497,0.0230981768750275
mp-31120,DyScO3,4.4572,-3.980541701083333,0.0259874173749992
mp-752435,DyTmO3,4.526499999999999,-3.9803167090833327,0.0881896761249994
mp-675065,Er4Zr3O12,4.1668,-3.980208610526316,0.0
mp-556702,Ba6Eu(ClF6)2,0.0,-3.9799861697999983,0.0238189761904799
mp-753917,Y2HfO5,4.5615,-3.979263630781249,0.0283157303124994
mp-771121,La2HfO5,4.0802,-3.9764506479687487,0.0275695200000285
mp-13374,LaTmO3,4.414,-3.97633978225,0.0205502696249997
mp-34806,NaYF4,7.3401,-3.9762845803766655,0.014175339166667
mp-756762,TbTmO3,4.568899999999999,-3.9750985289166687,0.0798946047499988
mp-31119,TbScO3,4.436,-3.974563787416668,0.0184520794999976
mp-541162,Ba2Mg3F10,6.8919999999999995,-3.97448912146,0.0064062139999974
mp-766237,Gd3Y13O24,3.449499999999999,-3.9724776253125,0.0006522288125001
mp-287,UF4,0.0,-3.9722896516186665,0.0
mp-768353,YTmO3,3.1706,-3.97227190925,0.0760421051249977
mp-772833,Y2HfO5,3.9515000000000002,-3.9710272398437496,0.0365521212499988
mp-676881,Ho4Zr3O12,4.150399999999999,-3.970986738157893,0.0
mp-770415,HoErO3,3.0775,-3.9696012450833336,0.093201033291665
mp-34284,NaNdF4,7.206099999999999,-3.967207307876666,0.0
mp-13064,Dy2O3,4.1995000000000005,-3.9669220514166663,0.0620727480000002
mp-772188,DyErO3,3.0896,-3.96677480175,0.0845144187083324
mp-769007,YScO3,3.1406,-3.9666799135833326,0.0196568340416671
mp-756424,GdLuO3,3.1346,-3.96528985425,0.0569898243749982
mp-675479,PuPaO4,0.0,-3.965071770312502,0.0
mp-31116,LaScO3,3.8831,-3.964086471749998,0.0
mp-30942,Ba6Mg11F34,6.5470999999999995,-3.962575493146274,0.0025949511764693
mp-2457,Tb2O3,3.940699999999999,-3.961702706083333,0.0402655902499997
mp-753995,YTmO3,4.582000000000001,-3.96008848775,0.0882255266249973
mp-554376,Y4TiSi2(O3F2)3,2.7199,-3.958741815684392,0.0
mp-755165,YScO3,4.4324,-3.9584268767500017,0.0279098708749998
mp-757331,Gd3Y5O12,0.0,-3.956456190125,0.0011934603749992
mp-558164,CaHf4O9,4.4454,-3.956134349196428,0.0100876444642814
mp-861109,SmY3O6,3.9935,-3.95599067,0.0053172956874991
mp-768479,YScO3,3.2036000000000002,-3.955734367249998,0.0306023803750008
mp-27221,Ca2Hf7O16,4.3157,-3.9555703894000014,0.0018948595000001
mp-757149,Sr2Hf7O16,4.4155,-3.953094305799998,0.0027425682999968
mp-7538,LaErO3,4.394499999999999,-3.95239169325,0.0272811938749999
mp-19992,La6UO12,1.980899999999999,-3.951897409736842,0.0001980478947221
mp-756742,Lu3AlO6,4.5825000000000005,-3.95177903925,0.0275517177499988
mp-754041,Gd2HfO5,3.1449,-3.95064688828125,0.0053317940624992
mp-550893,HfO2,3.8043,-3.950578685833332,0.0886161808333323
mp-768145,DyHoO3,3.051199999999999,-3.9503817517500015,0.0901261055833319
mp-560732,BaNaZrF7,6.0585,-3.9500069318330007,0.0
mp-16915,BaTiOF4,3.34,-3.9492348560966666,0.0
mp-756048,TbErO3,4.5065,-3.9491066664166663,0.0886693024999996
mp-12431,BaBeF4,7.5543000000000005,-3.948235304543333,0.0
mp-768573,Lu3AlO6,4.213999999999999,-3.9469752872500017,0.0323554697499979
mp-13063,Tb2O3,4.1342,-3.9457814300833336,0.05618686625
mp-755313,Sc2O3,4.127599999999999,-3.94523310175,0.0388303357499992
mp-20194,CeO2,1.8647,-3.945073410833331,0.0
mp-770372,CeHfO4,1.809899999999999,-3.944941916666668,0.0471922220833302
mp-8033,PuF3,0.05349999999999901,-3.9430696838612502,0.0
mp-760470,Ce2UO6,0.0,-3.9429886008333335,0.0
mp-776439,SmTmO3,4.6315,-3.942047499250001,0.0516623309999992
mp-558573,Y2O3,3.9552,-3.9413631637499993,0.0472468940000005
mp-860969,Sm3Y5O12,3.945599999999999,-3.940851083000001,0.0068058366562482
mp-771260,Y2Hf2O7,4.130199999999999,-3.940355259431818,0.0758465122727258
mp-9726,SrBeF4,7.5245,-3.9399452528766665,0.0
mp-760323,Ce5O9,0.0,-3.938925537946428,0.0136261071428567
mp-756030,GdTmO3,3.159,-3.9380073137499982,0.0690261576250002
mp-768237,Gd2HfO5,3.1575,-3.93797952828125,0.0179991540624993
mp-754759,Y2O3,4.4468,-3.93794302975,0.0506670279999994
mp-31118,SmScO3,4.3579,-3.937726763749999,0.0
mp-758094,Ce6Y2O15,1.819699999999999,-3.937558463641302,0.0169794356521748
mp-775907,Y2O3,3.5727,-3.9369321727499993,0.0516778850000001
mp-756166,LaHoO3,4.385499999999999,-3.93544517975,0.0334463442500005
mp-675802,Y4Zr3O12,4.1171,-3.9353098189473688,0.0
mp-752459,Gd5Y3O12,3.0149,-3.935230286125,0.0017790928749992
mp-28778,KScF4,6.0931,-3.934412125376667,0.0
mp-755109,YErO3,4.544399999999999,-3.9339424887500014,0.0971543608749971
mp-771031,Lu2TiO5,3.271899999999999,-3.933767363177082,0.0
mp-5690,GdScO3,3.1418,-3.9321179747499984,0.0129382298750009
mp-752579,Tm2TiO5,3.2759,-3.9320627784895823,0.0
mp-558489,Ca6Hf19O44,4.130800000000001,-3.931999289927536,0.0183590356884071
mp-768889,YHoO3,3.0775,-3.931497300583332,0.0889006714561411
mp-21872,PrLuO3,4.875199999999999,-3.93149669825,0.0129182083749981
mp-755740,TbHoO3,4.4709,-3.9313150704166673,0.0956795353749981
mp-755251,Gd2HfO5,3.2044,-3.92871188703125,0.0272667953124994
mp-757094,La2HfO5,3.7213000000000003,-3.9285783389062487,0.0754418290625285
mp-773102,Ce4YO9,0.0,-3.9280505495535714,0.0321794969940612
mp-2629,Ce7O12,0.0,-3.9277733476315793,0.0
mp-677237,Y3U2O10,0.146699999999999,-3.9271720646666655,0.0
mp-775906,Y2O3,4.3921,-3.925918081,0.0626919767499991
mp-675562,K2ThF6,6.6619,-3.925689083571111,0.0
mp-504644,KCeF4,0.0,-3.92563271246,0.0
mp-36699,Ce2Y2O7,1.7347000000000001,-3.9254995026136346,0.0393632931818181
mp-560641,Ba12Cl5F19,5.980499999999999,-3.925047597330833,0.0157534275000026
mp-4974,La2Zr2O7,3.7409,-3.924686458522727,0.0
mp-673814,La3U2O10,0.131700000000001,-3.9244211491666663,0.0
mp-753763,Ce5Dy2O13,1.2663,-3.923719177479168,0.0423345804999968
mp-754354,Ba4OF6,3.6156,-3.92302038349,0.0133708999999999
mp-14193,K2ThF6,6.3857,-3.922358966348889,0.003330117222223
mp-756276,CeHfO4,1.7957,-3.921023528333333,0.0711106104166656
mp-558826,KHoBeF6,7.398199999999999,-3.920925446348889,0.0
mp-27496,YUO4,0.0,-3.919584264583332,0.0
mp-685633,Y10U4O27,1.6892999999999991,-3.918924837530489,0.0
mp-20276,U2F9,0.0,-3.918453129155455,0.0096474389394023
mp-30320,RbHfF5,6.798,-3.9179718558500007,0.0
mp-13061,Y2O3,4.083600000000001,-3.9173554277500022,0.0712546299999985
mp-756272,LaDyO3,4.3626,-3.9171125950833336,0.0402658710000007
mp-774567,Er2TiO5,3.2962,-3.917082844427084,0.0
mp-8398,CsYbF3,7.049099999999999,-3.917057589714,0.0
mp-754203,SmErO3,4.6071,-3.91689125275,0.0596014127500001
mp-753306,YUO4,0.0,-3.916565279583333,0.0030189850000237
mp-6952,RbYbF3,6.5181000000000004,-3.916552295714,0.0
mp-673848,Ce2Dy2O7,1.6279000000000001,-3.915914525643939,0.0673049709090882
mp-755660,Lu3TaO7,3.326,-3.91455508806818,0.0247973353409101
mp-753355,Ce5Y2O13,1.2862,-3.913821921062501,0.0421356514999988
mp-657176,YbBeF4,6.546200000000001,-3.913177971210001,0.1167801547222211
mp-31117,NdScO3,4.2936,-3.91304478175,0.0
mp-768333,DyYO3,3.028,-3.912627111583333,0.0965649847999987
mp-769931,Tm3TaO7,3.3792,-3.912530523068182,0.0108817060227277
mp-768605,Ho2TiO5,3.284899999999999,-3.911913688489582,0.0
mp-8395,CaTiF5,0.2338,-3.911156551802381,0.0146697764285654
mp-9539,EuMgF4,0.2858,-3.910337582459998,0.0598422308333335
mp-558748,Sc2O3,3.4806,-3.9102545180833337,0.0738089194166669
mp-771126,Lu2TiO5,3.1632,-3.9100619997395833,0.0237053634375001
mp-677234,Ce8Gd2O19,1.6528,-3.9099195563362064,0.0284255029310305
mp-675192,Ce3Dy2O9,1.893599999999999,-3.90892123389881,0.0661241014285689
